staging_record_id,source_system,source_record_id,deterministic_cluster_id,probabilistic_cluster_id,resolution_status,match_method,cluster_size,deterministic_cluster_count,cluster_confidence,cluster_confidence_type,deterministic_linking_rules,crm_customer_id,transaction_id,marketing_contact_id,session_id,support_ticket_id,portal_user_id,linked_transaction_id,first_name_raw,surname_raw,full_name_raw,email_raw,phone_raw,address_raw,postcode_raw,date_of_birth_raw,first_name_normalised,surname_normalised,full_name_normalised,email_normalised,phone_normalised,address_normalised,postcode_normalised,date_of_birth_normalised,record_created_date,preferred_contact_channel,first_name,surname,date_of_birth,email,telephone_number,address,postcode,transaction_date_time,guest_transaction,billing_address,billing_postcode,event_id,event_name,event_category,event_date,ticket_type,ticket_quantity,unit_price,transaction_total,card_brand,cardholder_name,card_last_4,purchaser_first_name,purchaser_surname,contact_name,last_contact_date,consent_status,emails_opened_count,links_clicked_count,guest_session,session_date_time_start,session_date_time_end,session_duration_seconds,device_type,basket_created,basket_converted,support_ticket_created_date_time,requester_name,requester_email,requester_phone,contact_channel,issue_category,ticket_status,resolution_time_hours_minutes
STG025149,MARKETING,MKT003847,DCL009859,PCL009797,unresolved_singleton,Unresolved,1,1,,,,,,MKT003847,,,,,,,Amanda_Carr,amanda.carr@gmail.com,,,DD1 4MA,,,,amandacarr,amanda.carr@gmail.com,,,DD14MA,,,,,,,amanda.carr@gmail.com,,,DD1 4MA,,,,,,,,,,,,,,,,,,Amanda_Carr,2025-05-30,True,4,1,,,,,,,,,,,,,,,
STG025155,MARKETING,MKT003853,DCL009860,PCL009798,unresolved_singleton,Unresolved,1,1,,,,,,MKT003853,,,,,,,,nicola.lowe@yahoo.com,,,OX1,,,,,nicola.lowe@yahoo.com,,,OX1,,,,,,,nicola.lowe@yahoo.com,,,OX1,,,,,,,,,,,,,,,,,,,2025-05-30,True,6,0,,,,,,,,,,,,,,,
STG025209,MARKETING,MKT003907,DCL009861,PCL009799,unresolved_singleton,Unresolved,1,1,,,,,,MKT003907,,,,,,,,craig.elliott@hotmail.com,,,PO1,,,,,craig.elliott@hotmail.com,,,PO1,,,,,,,craig.elliott@hotmail.com,,,PO1,,,,,,,,,,,,,,,,,,,2025-06-01,True,3,0,,,,,,,,,,,,,,,
STG025210,MARKETING,MKT003908,DCL009862,PCL009800,unresolved_singleton,Unresolved,1,1,,,,,,MKT003908,,,,,,,Charlotte_Green,charlottegreen18@hotmail.fr,,,DE1 1XT,,,,charlottegreen,charlottegreen18@hotmail.fr,,,DE11XT,,,,,,,charlottegreen18@hotmail.fr,,,DE1 1XT,,,,,,,,,,,,,,,,,,Charlotte_Green,2025-06-01,True,8,4,,,,,,,,,,,,,,,
STG025212,MARKETING,MKT003910,DCL009863,PCL009801,unresolved_singleton,Unresolved,1,1,,,,,,MKT003910,,,,,,,Marai_Collier,maria.collier@gmail.com,,,LN1,,,,maraicollier,maria.collier@gmail.com,,,LN1,,,,,,,maria.collier@gmail.com,,,LN1,,,,,,,,,,,,,,,,,,Marai_Collier,2025-06-02,False,0,0,,,,,,,,,,,,,,,
STG025222,MARKETING,MKT003920,DCL009864,PCL009802,unresolved_singleton,Unresolved,1,1,,,,,,MKT003920,,,,,,,Clare_White,clare.white@hotmail.com,,,B1,,,,clarewhite,clare.white@hotmail.com,,,B1,,,,,,,clare.white@hotmail.com,,,B1,,,,,,,,,,,,,,,,,,Clare_White,2025-06-02,False,6,2,,,,,,,,,,,,,,,
STG025227,MARKETING,MKT003925,DCL009865,PCL009803,unresolved_singleton,Unresolved,1,1,,,,,,MKT003925,,,,,,,Michael_Sullivan,michael.sullivan24@yahoo.com,,,SO14,,,,michaelsullivan,michael.sullivan24@yahoo.com,,,SO14,,,,,,,michael.sullivan24@yahoo.com,,,SO14,,,,,,,,,,,,,,,,,,Michael_Sullivan,2025-06-02,False,6,0,,,,,,,,,,,,,,,
STG025237,MARKETING,MKT003935,DCL009866,PCL009804,unresolved_singleton,Unresolved,1,1,,,,,,MKT003935,,,,,,,achael_Long,rachael.long@hotmail.com,,,EX1 9LX,,,,achaellong,rachael.long@hotmail.com,,,EX19LX,,,,,,,rachael.long@hotmail.com,,,EX1 9LX,,,,,,,,,,,,,,,,,,achael_Long,2025-06-02,True,8,2,,,,,,,,,,,,,,,
STG025238,MARKETING,MKT003936,DCL009867,PCL009805,unresolved_singleton,Unresolved,1,1,,,,,,MKT003936,,,,,,,Frank_West,frank.west25@hotmail.fr,,,DD1 2FC,,,,frankwest,frank.west25@hotmail.fr,,,DD12FC,,,,,,,frank.west25@hotmail.fr,,,DD1 2FC,,,,,,,,,,,,,,,,,,Frank_West,2025-06-02,False,4,0,,,,,,,,,,,,,,,
STG025249,MARKETING,MKT003947,DCL009868,PCL009806,unresolved_singleton,Unresolved,1,1,,,,,,MKT003947,,,,,,,Iain_Anderson,iain.anderson@hotmail.com,,,BN1 7TV,,,,iainanderson,iain.anderson@hotmail.com,,,BN17TV,,,,,,,iain.anderson@hotmail.com,,,BN1 7TV,,,,,,,,,,,,,,,,,,Iain_Anderson,2025-06-03,True,1,0,,,,,,,,,,,,,,,
STG025254,MARKETING,MKT003952,DCL009869,PCL009807,unresolved_singleton,Unresolved,1,1,,,,,,MKT003952,,,,,,,Jdoie_Wong,jodie.wong@hotmail.co.uk,,,PL1,,,,jdoiewong,jodie.wong@hotmail.co.uk,,,PL1,,,,,,,jodie.wong@hotmail.co.uk,,,PL1,,,,,,,,,,,,,,,,,,Jdoie_Wong,2025-06-03,True,8,5,,,,,,,,,,,,,,,
STG025304,MARKETING,MKT004002,DCL009871,PCL009809,unresolved_singleton,Unresolved,1,1,,,,,,MKT004002,,,,,,,Bethan_Williams,bethan.williams23@wanadoo.fr,,,OX1 3IQ,,,,bethanwilliams,bethan.williams23@wanadoo.fr,,,OX13IQ,,,,,,,bethan.williams23@wanadoo.fr,,,OX1 3IQ,,,,,,,,,,,,,,,,,,Bethan_Williams,2025-06-04,True,6,1,,,,,,,,,,,,,,,
STG025307,MARKETING,MKT004005,DCL009872,PCL009810,unresolved_singleton,Unresolved,1,1,,,,,,MKT004005,,,,,,,Ian_Matthews,ianmatthews19@yahoo.fr,,,DL1 0EZ,,,,ianmatthews,ianmatthews19@yahoo.fr,,,DL10EZ,,,,,,,ianmatthews19@yahoo.fr,,,DL1 0EZ,,,,,,,,,,,,,,,,,,Ian_Matthews,2025-06-04,False,4,2,,,,,,,,,,,,,,,
STG025309,MARKETING,MKT004007,DCL009873,PCL009811,unresolved_singleton,Unresolved,1,1,,,,,,MKT004007,,,,,,,,naomi.holmes23@msn.com,,,SA1 2SZ,,,,,naomi.holmes23@msn.com,,,SA12SZ,,,,,,,naomi.holmes23@msn.com,,,SA1 2SZ,,,,,,,,,,,,,,,,,,,2025-06-05,True,4,0,,,,,,,,,,,,,,,
STG025320,MARKETING,MKT004018,DCL009874,PCL009812,unresolved_singleton,Unresolved,1,1,,,,,,MKT004018,,,,,,,Kate_Andrews,kate.andrews@gmail.com,,,SE1 9RR,,,,kateandrews,kate.andrews@gmail.com,,,SE19RR,,,,,,,kate.andrews@gmail.com,,,SE1 9RR,,,,,,,,,,,,,,,,,,Kate_Andrews,2025-06-05,False,3,0,,,,,,,,,,,,,,,
STG025332,MARKETING,MKT004030,DCL009875,PCL009813,unresolved_singleton,Unresolved,1,1,,,,,,MKT004030,,,,,,,Amber_Jonse,amber.jones2@gmail.com,,,L1,,,,amberjonse,amber.jones2@gmail.com,,,L1,,,,,,,amber.jones2@gmail.com,,,L1,,,,,,,,,,,,,,,,,,Amber_Jonse,2025-06-05,False,4,0,,,,,,,,,,,,,,,
STG025365,MARKETING,MKT004063,DCL009878,PCL009816,unresolved_singleton,Unresolved,1,1,,,,,,MKT004063,,,,,,,Elizabeth_Sanders,elizabeth.sanders@wanadoo.fr,,,RG1 4PS,,,,elizabethsanders,elizabeth.sanders@wanadoo.fr,,,RG14PS,,,,,,,elizabeth.sanders@wanadoo.fr,,,RG1 4PS,,,,,,,,,,,,,,,,,,Elizabeth_Sanders,2025-06-06,True,16,2,,,,,,,,,,,,,,,
STG025366,MARKETING,MKT004064,DCL009879,PCL009817,unresolved_singleton,Unresolved,1,1,,,,,,MKT004064,,,,,,,Arthur_Collins,arthur.collins@yahoo.com,,,LU1 0ER,,,,arthurcollins,arthur.collins@yahoo.com,,,LU10ER,,,,,,,arthur.collins@yahoo.com,,,LU1 0ER,,,,,,,,,,,,,,,,,,Arthur_Collins,2025-06-06,False,5,0,,,,,,,,,,,,,,,
STG025374,MARKETING,MKT004072,DCL009880,PCL009818,unresolved_singleton,Unresolved,1,1,,,,,,MKT004072,,,,,,,Oliver_Harris,oliver.harris@hotmail.com,,,PE1 8VM,,,,oliverharris,oliver.harris@hotmail.com,,,PE18VM,,,,,,,oliver.harris@hotmail.com,,,PE1 8VM,,,,,,,,,,,,,,,,,,Oliver_Harris,2025-06-07,True,6,2,,,,,,,,,,,,,,,
STG025375,MARKETING,MKT004073,DCL009881,PCL009819,unresolved_singleton,Unresolved,1,1,,,,,,MKT004073,,,,,,,,graham.edwards@hotmail.com,,,BD1 0GT,,,,,graham.edwards@hotmail.com,,,BD10GT,,,,,,,graham.edwards@hotmail.com,,,BD1 0GT,,,,,,,,,,,,,,,,,,,2025-06-07,False,3,0,,,,,,,,,,,,,,,
STG025381,MARKETING,MKT004079,DCL009882,PCL009820,unresolved_singleton,Unresolved,1,1,,,,,,MKT004079,,,,,,,Louise_Mason,louise.mason24@orange.fr,,,AB10 3ZX,,,,louisemason,louise.mason24@orange.fr,,,AB103ZX,,,,,,,louise.mason24@orange.fr,,,AB10 3ZX,,,,,,,,,,,,,,,,,,Louise_Mason,2025-06-07,True,3,2,,,,,,,,,,,,,,,
STG025395,MARKETING,MKT004093,DCL009885,PCL009823,unresolved_singleton,Unresolved,1,1,,,,,,MKT004093,,,,,,,Matthew_Hughes,matthew.hughes@wanadoo.fr,,,PL1 0RM,,,,matthewhughes,matthew.hughes@wanadoo.fr,,,PL10RM,,,,,,,matthew.hughes@wanadoo.fr,,,PL1 0RM,,,,,,,,,,,,,,,,,,Matthew_Hughes,2025-06-08,True,5,1,,,,,,,,,,,,,,,
STG025402,MARKETING,MKT004100,DCL009886,PCL009824,unresolved_singleton,Unresolved,1,1,,,,,,MKT004100,,,,,,,Eileen_Patel,eileen.patel@hotmail.com,,,NR1 9BG,,,,eileenpatel,eileen.patel@hotmail.com,,,NR19BG,,,,,,,eileen.patel@hotmail.com,,,NR1 9BG,,,,,,,,,,,,,,,,,,Eileen_Patel,2025-06-08,False,4,0,,,,,,,,,,,,,,,
STG025411,MARKETING,MKT004109,DCL009889,PCL009827,unresolved_singleton,Unresolved,1,1,,,,,,MKT004109,,,,,,,,garrynicholls@hotmail.fr,,,DH1 7LW,,,,,garrynicholls@hotmail.fr,,,DH17LW,,,,,,,garrynicholls@hotmail.fr,,,DH1 7LW,,,,,,,,,,,,,,,,,,,2025-06-08,True,3,0,,,,,,,,,,,,,,,
STG025428,MARKETING,MKT004126,DCL009891,PCL009829,unresolved_singleton,Unresolved,1,1,,,,,,MKT004126,,,,,,,,grace.roberts@yahoo.com,,,PR1 5YN,,,,,grace.roberts@yahoo.com,,,PR15YN,,,,,,,grace.roberts@yahoo.com,,,PR1 5YN,,,,,,,,,,,,,,,,,,,2025-06-09,False,3,0,,,,,,,,,,,,,,,
STG025435,MARKETING,MKT004133,DCL009892,PCL009830,unresolved_singleton,Unresolved,1,1,,,,,,MKT004133,,,,,,,Alice_Chapman,alice.chapman@yahoo.com,,,RG1 8HU,,,,alicechapman,alice.chapman@yahoo.com,,,RG18HU,,,,,,,alice.chapman@yahoo.com,,,RG1 8HU,,,,,,,,,,,,,,,,,,Alice_Chapman,2025-06-09,True,4,0,,,,,,,,,,,,,,,
STG025467,MARKETING,MKT004165,DCL009893,PCL009831,unresolved_singleton,Unresolved,1,1,,,,,,MKT004165,,,,,,,Claire_Smith,claire.smith19@hotmail.co.uk,,,W1,,,,clairesmith,claire.smith19@hotmail.co.uk,,,W1,,,,,,,claire.smith19@hotmail.co.uk,,,W1,,,,,,,,,,,,,,,,,,Claire_Smith,2025-06-10,True,5,0,,,,,,,,,,,,,,,
STG025477,MARKETING,MKT004175,DCL009894,PCL009832,unresolved_singleton,Unresolved,1,1,,,,,,MKT004175,,,,,,,,kieran.butler@hotmail.com,,,IP1 9TE,,,,,kieran.butler@hotmail.com,,,IP19TE,,,,,,,kieran.butler@hotmail.com,,,IP1 9TE,,,,,,,,,,,,,,,,,,,2025-06-11,True,5,1,,,,,,,,,,,,,,,
STG025490,MARKETING,MKT004188,DCL009895,PCL009833,unresolved_singleton,Unresolved,1,1,,,,,,MKT004188,,,,,,,James_Williams,james.williams@yahoo.com,,,HG1 8PU,,,,jameswilliams,james.williams@yahoo.com,,,HG18PU,,,,,,,james.williams@yahoo.com,,,HG1 8PU,,,,,,,,,,,,,,,,,,James_Williams,2025-06-11,False,3,1,,,,,,,,,,,,,,,
STG025518,MARKETING,MKT004216,DCL009898,PCL009836,unresolved_singleton,Unresolved,1,1,,,,,,MKT004216,,,,,,,Sylvia_Smith,sylvia.smith2@hotmail.com,,,SW1 5VL,,,,sylviasmith,sylvia.smith2@hotmail.com,,,SW15VL,,,,,,,sylvia.smith2@hotmail.com,,,SW1 5VL,,,,,,,,,,,,,,,,,,Sylvia_Smith,2025-06-12,True,3,0,,,,,,,,,,,,,,,
STG025558,MARKETING,MKT004256,DCL009900,PCL009838,unresolved_singleton,Unresolved,1,1,,,,,,MKT004256,,,,,,,Jodie_Marshall,jodie.marshall20@aol.com,,,BB1 6MT,,,,jodiemarshall,jodie.marshall20@aol.com,,,BB16MT,,,,,,,jodie.marshall20@aol.com,,,BB1 6MT,,,,,,,,,,,,,,,,,,Jodie_Marshall,2025-06-13,True,4,1,,,,,,,,,,,,,,,
STG025560,MARKETING,MKT004258,DCL009901,PCL009839,unresolved_singleton,Unresolved,1,1,,,,,,MKT004258,,,,,,,Mitchell_Cooper,mitchell.cooper@hotmail.com,,,BD1 6YE,,,,mitchellcooper,mitchell.cooper@hotmail.com,,,BD16YE,,,,,,,mitchell.cooper@hotmail.com,,,BD1 6YE,,,,,,,,,,,,,,,,,,Mitchell_Cooper,2025-06-13,True,9,5,,,,,,,,,,,,,,,
STG025570,MARKETING,MKT004268,DCL009902,PCL009840,unresolved_singleton,Unresolved,1,1,,,,,,MKT004268,,,,,,,John_Lee,johnlee@yahoo.com,,,PE1 1VO,,,,johnlee,johnlee@yahoo.com,,,PE11VO,,,,,,,johnlee@yahoo.com,,,PE1 1VO,,,,,,,,,,,,,,,,,,John_Lee,2025-06-14,True,8,1,,,,,,,,,,,,,,,
STG025574,MARKETING,MKT004272,DCL009903,PCL009841,unresolved_singleton,Unresolved,1,1,,,,,,MKT004272,,,,,,,Kenneth_Morgan,kenneth.morgan@yahoo.com,,,ST1 4AO,,,,kennethmorgan,kenneth.morgan@yahoo.com,,,ST14AO,,,,,,,kenneth.morgan@yahoo.com,,,ST1 4AO,,,,,,,,,,,,,,,,,,Kenneth_Morgan,2025-06-14,True,12,5,,,,,,,,,,,,,,,
STG025576,MARKETING,MKT004274,DCL009904,PCL009842,unresolved_singleton,Unresolved,1,1,,,,,,MKT004274,,,,,,,Daniel_Allen,danielallen@wanadoo.fr,,,HG1 3HK,,,,danielallen,danielallen@wanadoo.fr,,,HG13HK,,,,,,,danielallen@wanadoo.fr,,,HG1 3HK,,,,,,,,,,,,,,,,,,Daniel_Allen,2025-06-14,False,5,1,,,,,,,,,,,,,,,
STG025615,MARKETING,MKT004313,DCL009905,PCL009843,unresolved_singleton,Unresolved,1,1,,,,,,MKT004313,,,,,,,Hannah_Lloyd,hannah.lloyd@gmail.com,,,CA1 9WN,,,,hannahlloyd,hannah.lloyd@gmail.com,,,CA19WN,,,,,,,hannah.lloyd@gmail.com,,,CA1 9WN,,,,,,,,,,,,,,,,,,Hannah_Lloyd,2025-06-15,True,3,0,,,,,,,,,,,,,,,
STG025639,MARKETING,MKT004337,DCL009906,PCL009844,unresolved_singleton,Unresolved,1,1,,,,,,MKT004337,,,,,,,Debra_Price,debraprice24@hotmail.com,,,E1 7JM,,,,debraprice,debraprice24@hotmail.com,,,E17JM,,,,,,,debraprice24@hotmail.com,,,E1 7JM,,,,,,,,,,,,,,,,,,Debra_Price,2025-06-16,False,11,1,,,,,,,,,,,,,,,
STG025655,MARKETING,MKT004353,DCL009908,PCL009845,unresolved_singleton,Unresolved,1,1,,,,,,MKT004353,,,,,,,Alice_Singh,alicesingh252@hotmail.co.uk,,,BT48 7EH,,,,alicesingh,alicesingh252@hotmail.co.uk,,,BT487EH,,,,,,,alicesingh252@hotmail.co.uk,,,BT48 7EH,,,,,,,,,,,,,,,,,,Alice_Singh,2025-06-17,True,1,0,,,,,,,,,,,,,,,
STG025663,MARKETING,MKT004361,DCL009909,PCL009846,unresolved_singleton,Unresolved,1,1,,,,,,MKT004361,,,,,,,Gillian_Bradley,gillian.bradley19@hotmail.co.uk,,,OX1,,,,gillianbradley,gillian.bradley19@hotmail.co.uk,,,OX1,,,,,,,gillian.bradley19@hotmail.co.uk,,,OX1,,,,,,,,,,,,,,,,,,Gillian_Bradley,2025-06-17,True,4,2,,,,,,,,,,,,,,,
STG025708,MARKETING,MKT004406,DCL009910,PCL009847,unresolved_singleton,Unresolved,1,1,,,,,,MKT004406,,,,,,,Lynda_Willis,lwillis20@yahoo.fr,,,W1 1UX,,,,lyndawillis,lwillis20@yahoo.fr,,,W11UX,,,,,,,lwillis20@yahoo.fr,,,W1 1UX,,,,,,,,,,,,,,,,,,Lynda_Willis,2025-06-19,True,6,0,,,,,,,,,,,,,,,
STG025767,MARKETING,MKT004465,DCL009912,PCL009849,unresolved_singleton,Unresolved,1,1,,,,,,MKT004465,,,,,,,Annette_Jones,annettejones@yahoo.fr,,,G1 7JE,,,,annettejones,annettejones@yahoo.fr,,,G17JE,,,,,,,annettejones@yahoo.fr,,,G1 7JE,,,,,,,,,,,,,,,,,,Annette_Jones,2025-06-21,True,13,6,,,,,,,,,,,,,,,
STG025774,MARKETING,MKT004472,DCL009913,PCL009850,unresolved_singleton,Unresolved,1,1,,,,,,MKT004472,,,,,,,Marie_Brooks,mariebrooks@orange.fr,,,W1 3UF,,,,mariebrooks,mariebrooks@orange.fr,,,W13UF,,,,,,,mariebrooks@orange.fr,,,W1 3UF,,,,,,,,,,,,,,,,,,Marie_Brooks,2025-06-21,True,3,1,,,,,,,,,,,,,,,
STG025775,MARKETING,MKT004473,DCL009914,PCL009851,unresolved_singleton,Unresolved,1,1,,,,,,MKT004473,,,,,,,Carolyn_Watts,carolyn.watts@hotmail.com,,,LL11 1RW,,,,carolynwatts,carolyn.watts@hotmail.com,,,LL111RW,,,,,,,carolyn.watts@hotmail.com,,,LL11 1RW,,,,,,,,,,,,,,,,,,Carolyn_Watts,2025-06-21,True,7,2,,,,,,,,,,,,,,,
STG025777,MARKETING,MKT004475,DCL009915,PCL009852,unresolved_singleton,Unresolved,1,1,,,,,,MKT004475,,,,,,,,lorrainenolan@msn.com,,,PR1 1SE,,,,,lorrainenolan@msn.com,,,PR11SE,,,,,,,lorrainenolan@msn.com,,,PR1 1SE,,,,,,,,,,,,,,,,,,,2025-06-21,False,2,0,,,,,,,,,,,,,,,
STG025782,MARKETING,MKT004480,DCL009916,PCL009853,unresolved_singleton,Unresolved,1,1,,,,,,MKT004480,,,,,,,Jayne_Brown,jayne.brown@yahoo.com,,,M1 1UT,,,,jaynebrown,jayne.brown@yahoo.com,,,M11UT,,,,,,,jayne.brown@yahoo.com,,,M1 1UT,,,,,,,,,,,,,,,,,,Jayne_Brown,2025-06-21,True,1,0,,,,,,,,,,,,,,,
STG025792,MARKETING,MKT004490,DCL009917,PCL009854,unresolved_singleton,Unresolved,1,1,,,,,,MKT004490,,,,,,,Alice_Williams,alice.williams@yahoo.fr,,,N1 0XB,,,,alicewilliams,alice.williams@yahoo.fr,,,N10XB,,,,,,,alice.williams@yahoo.fr,,,N1 0XB,,,,,,,,,,,,,,,,,,Alice_Williams,2025-06-21,True,6,0,,,,,,,,,,,,,,,
STG025794,MARKETING,MKT004492,DCL009918,PCL009855,unresolved_singleton,Unresolved,1,1,,,,,,MKT004492,,,,,,,Sara_Hussain,sara.hussain@gmail.com,,,B1 3RI,,,,sarahussain,sara.hussain@gmail.com,,,B13RI,,,,,,,sara.hussain@gmail.com,,,B1 3RI,,,,,,,,,,,,,,,,,,Sara_Hussain,2025-06-22,True,2,0,,,,,,,,,,,,,,,
STG025818,MARKETING,MKT004516,DCL009919,PCL009856,unresolved_singleton,Unresolved,1,1,,,,,,MKT004516,,,,,,,Gil_Moore,gail.moore@hotmail.com,,,CF10 3ES,,,,gilmoore,gail.moore@hotmail.com,,,CF103ES,,,,,,,gail.moore@hotmail.com,,,CF10 3ES,,,,,,,,,,,,,,,,,,Gil_Moore,2025-06-22,True,13,6,,,,,,,,,,,,,,,
STG025856,MARKETING,MKT004554,DCL009922,PCL009859,unresolved_singleton,Unresolved,1,1,,,,,,MKT004554,,,,,,,Simon_Evnas,simonevans22@orange.fr,,,BS1 7QW,,,,simonevnas,simonevans22@orange.fr,,,BS17QW,,,,,,,simonevans22@orange.fr,,,BS1 7QW,,,,,,,,,,,,,,,,,,Simon_Evnas,2025-06-24,True,8,2,,,,,,,,,,,,,,,
STG025859,MARKETING,MKT004557,DCL009923,PCL009860,unresolved_singleton,Unresolved,1,1,,,,,,MKT004557,,,,,,,,stanley.pratt@hotmail.fr,,,L1 4IV,,,,,stanley.pratt@hotmail.fr,,,L14IV,,,,,,,stanley.pratt@hotmail.fr,,,L1 4IV,,,,,,,,,,,,,,,,,,,2025-06-24,True,8,1,,,,,,,,,,,,,,,
STG025890,MARKETING,MKT004588,DCL009924,PCL009861,unresolved_singleton,Unresolved,1,1,,,,,,MKT004588,,,,,,,Carole_Ali,caroleali20@yahoo.fr,,,LS1 0BW,,,,caroleali,caroleali20@yahoo.fr,,,LS10BW,,,,,,,caroleali20@yahoo.fr,,,LS1 0BW,,,,,,,,,,,,,,,,,,Carole_Ali,2025-06-25,True,5,0,,,,,,,,,,,,,,,
STG025917,MARKETING,MKT004615,DCL009926,PCL009863,unresolved_singleton,Unresolved,1,1,,,,,,MKT004615,,,,,,,Adam_Dale,adale24@wanadoo.fr,,,L1 4IS,,,,adamdale,adale24@wanadoo.fr,,,L14IS,,,,,,,adale24@wanadoo.fr,,,L1 4IS,,,,,,,,,,,,,,,,,,Adam_Dale,2025-06-26,True,8,0,,,,,,,,,,,,,,,
STG025920,MARKETING,MKT004618,DCL009927,PCL009864,unresolved_singleton,Unresolved,1,1,,,,,,MKT004618,,,,,,,,natasha.pugh@hotmail.com,,,W1,,,,,natasha.pugh@hotmail.com,,,W1,,,,,,,natasha.pugh@hotmail.com,,,W1,,,,,,,,,,,,,,,,,,,2025-06-26,False,7,0,,,,,,,,,,,,,,,
STG025935,MARKETING,MKT004633,DCL009928,PCL009865,unresolved_singleton,Unresolved,1,1,,,,,,MKT004633,,,,,,,Eileen_Hammodn,eileen.hammond@hotmail.com,,,E1 4PK,,,,eileenhammodn,eileen.hammond@hotmail.com,,,E14PK,,,,,,,eileen.hammond@hotmail.com,,,E1 4PK,,,,,,,,,,,,,,,,,,Eileen_Hammodn,2025-06-26,False,5,0,,,,,,,,,,,,,,,
STG025984,MARKETING,MKT004682,DCL009929,PCL009866,unresolved_singleton,Unresolved,1,1,,,,,,MKT004682,,,,,,,Tracey_Hill,tracey.hill@hotmail.com,,,PR1 1BH,,,,traceyhill,tracey.hill@hotmail.com,,,PR11BH,,,,,,,tracey.hill@hotmail.com,,,PR1 1BH,,,,,,,,,,,,,,,,,,Tracey_Hill,2025-06-28,True,7,0,,,,,,,,,,,,,,,
STG025997,MARKETING,MKT004695,DCL009930,PCL009867,unresolved_singleton,Unresolved,1,1,,,,,,MKT004695,,,,,,,Garry_Bond,garry.bond20@orange.fr,,,SR1 0HW,,,,garrybond,garry.bond20@orange.fr,,,SR10HW,,,,,,,garry.bond20@orange.fr,,,SR1 0HW,,,,,,,,,,,,,,,,,,Garry_Bond,2025-06-28,True,5,1,,,,,,,,,,,,,,,
STG026003,MARKETING,MKT004701,DCL009931,PCL009868,unresolved_singleton,Unresolved,1,1,,,,,,MKT004701,,,,,,,Rhys_Cooper,rhys.cooper@hotmail.com,,,SY23 8TL,,,,rhyscooper,rhys.cooper@hotmail.com,,,SY238TL,,,,,,,rhys.cooper@hotmail.com,,,SY23 8TL,,,,,,,,,,,,,,,,,,Rhys_Cooper,2025-06-29,False,5,2,,,,,,,,,,,,,,,
STG026005,MARKETING,MKT004703,DCL009932,PCL009869,unresolved_singleton,Unresolved,1,1,,,,,,MKT004703,,,,,,,Jasmine_Young,jasmine.young24@gmail.com,,,BN1 7BD,,,,jasmineyoung,jasmine.young24@gmail.com,,,BN17BD,,,,,,,jasmine.young24@gmail.com,,,BN1 7BD,,,,,,,,,,,,,,,,,,Jasmine_Young,2025-06-29,False,4,1,,,,,,,,,,,,,,,
STG026008,MARKETING,MKT004706,DCL009933,PCL009870,unresolved_singleton,Unresolved,1,1,,,,,,MKT004706,,,,,,,,kelly.higgins@gmail.com,,,L1 3LB,,,,,kelly.higgins@gmail.com,,,L13LB,,,,,,,kelly.higgins@gmail.com,,,L1 3LB,,,,,,,,,,,,,,,,,,,2025-06-29,False,3,0,,,,,,,,,,,,,,,
STG026011,MARKETING,MKT004709,DCL009934,PCL009871,unresolved_singleton,Unresolved,1,1,,,,,,MKT004709,,,,,,,Liam_Kaur,lkaur22@hotmail.co.uk,,,LN1 2EG,,,,liamkaur,lkaur22@hotmail.co.uk,,,LN12EG,,,,,,,lkaur22@hotmail.co.uk,,,LN1 2EG,,,,,,,,,,,,,,,,,,Liam_Kaur,2025-06-29,False,8,1,,,,,,,,,,,,,,,
STG026029,MARKETING,MKT004727,DCL009936,PCL009873,unresolved_singleton,Unresolved,1,1,,,,,,MKT004727,,,,,,,,shannon.mitchell@yahoo.com,,,TS1 2FV,,,,,shannon.mitchell@yahoo.com,,,TS12FV,,,,,,,shannon.mitchell@yahoo.com,,,TS1 2FV,,,,,,,,,,,,,,,,,,,2025-06-29,True,6,2,,,,,,,,,,,,,,,
STG026038,MARKETING,MKT004736,DCL009937,PCL009874,unresolved_singleton,Unresolved,1,1,,,,,,MKT004736,,,,,,,aBrry_Dean,barry.dean@hotmail.com,,,LE1 4WD,,,,abrrydean,barry.dean@hotmail.com,,,LE14WD,,,,,,,barry.dean@hotmail.com,,,LE1 4WD,,,,,,,,,,,,,,,,,,aBrry_Dean,2025-06-30,True,13,3,,,,,,,,,,,,,,,
STG026058,MARKETING,MKT004756,DCL009938,PCL009875,unresolved_singleton,Unresolved,1,1,,,,,,MKT004756,,,,,,,Jenna_Richards,jenna.richards@yahoo.com,,,PO1 1SZ,,,,jennarichards,jenna.richards@yahoo.com,,,PO11SZ,,,,,,,jenna.richards@yahoo.com,,,PO1 1SZ,,,,,,,,,,,,,,,,,,Jenna_Richards,2025-07-01,False,5,2,,,,,,,,,,,,,,,
STG026061,MARKETING,MKT004759,DCL009939,PCL009876,unresolved_singleton,Unresolved,1,1,,,,,,MKT004759,,,,,,,Louise_Davey,ldavey18@hotmail.fr,,,LU1 7VO,,,,louisedavey,ldavey18@hotmail.fr,,,LU17VO,,,,,,,ldavey18@hotmail.fr,,,LU1 7VO,,,,,,,,,,,,,,,,,,Louise_Davey,2025-07-01,True,4,1,,,,,,,,,,,,,,,
