source_system,source_record_id,support_ticket_id,support_ticket_created_date_time,requester_name,requester_email,requester_phone,contact_channel,issue_category,ticket_status,resolution_time_hours_minutes
SUPPORT,SUP002064,SUP002064,2025-07-03 04:05:20,Gary Williams,,+44 7593842124,Phone,Enquiry,Resolved,09:14
SUPPORT,SUP002065,SUP002065,2025-07-03 04:54:31,Carl May,carl.may@aol.com,,Email,Refund request,Open,
SUPPORT,SUP002066,SUP002066,2025-07-03 07:05:29,Keith Edwards,keith.edwards3@yahoo.com,,Email,Complaint,Resolved,09:31
SUPPORT,SUP002067,SUP002067,2025-07-03 07:20:48,Eleanor Day,eleanor.day@hotmail.com,+44 7570241125,Email,Refund request,Open,
SUPPORT,SUP002068,SUP002068,2025-07-03 13:16:51,Howard Martin,howard.martin@gmail.com,+44 7821178573,Phone,Refund request,Resolved,27:08
SUPPORT,SUP002069,SUP002069,2025-07-03 14:41:30,Michelle Turner,michelle.turner@yahoo.fr,+44 7909059917,Phone,Complaint,Resolved,26:27
SUPPORT,SUP002070,SUP002070,2025-07-03 15:06:48,Martin Berry,martin.berry@aol.com,,Email,Refund request,Resolved,10:29
SUPPORT,SUP002071,SUP002071,2025-07-03 21:10:58,David Hodgson,david.hodgson@gmail.com,+44 7268847194,Email,Complaint,Resolved,27:15
SUPPORT,SUP002072,SUP002072,2025-07-03 22:41:06,Liam Parker,,+44 7510603962,Phone,Refund request,Resolved,08:51
SUPPORT,SUP002073,SUP002073,2025-07-03 23:14:28,Paige Harding,paige.harding@yahoo.com,+44 7322300816,Email,Complaint,Resolved,13:39
SUPPORT,SUP002074,SUP002074,2025-07-04 00:05:59,Claire Wilson,claire.wilson@hotmail.fr,+44 7710398218,Email,Accessibility,Resolved,02:39
SUPPORT,SUP002075,SUP002075,2025-07-04 11:28:57,Robin Norton,robin.norton@hotmail.com,+44 7943747806,Email,Accessibility,Open,
SUPPORT,SUP002076,SUP002076,2025-07-04 11:54:59,Phillip Moore,,+44 7254117474,Phone,Accessibility,Resolved,25:36
SUPPORT,SUP002077,SUP002077,2025-07-04 12:10:54,Gemma Gardner,gemma.gardner@hotmail.com,+44 7139399667,Phone,Refund request,Resolved,27:38
SUPPORT,SUP002078,SUP002078,2025-07-04 13:52:07,Mark Stokes,mark.stokes@yahoo.com,,Email,Complaint,Resolved,19:29
SUPPORT,SUP002079,SUP002079,2025-07-04 14:18:48,Reece Hughes,reece.hughes@yahoo.com,+44 7233181514,Email,Accessibility,Resolved,05:58
SUPPORT,SUP002080,SUP002080,2025-07-04 20:10:10,DanielleH ill,danielle.hill@yahoo.com,+44 7574078318,Email,Refund request,Resolved,22:23
SUPPORT,SUP002081,SUP002081,2025-07-04 20:47:10,Denis Scott,denis.scott@gmail.com,+44 7278801147,Phone,Enquiry,Resolved,12:44
SUPPORT,SUP002082,SUP002082,2025-07-04 23:32:22,Jeffrey Holmes,jeffrey.holmes@yahoo.com,+44 7928738888,Email,Refund request,Resolved,36:17
SUPPORT,SUP002083,SUP002083,2025-07-05 04:45:02,Holly Price,holly.price@yahoo.com,+44 7001021577,Email,Accessibility,Resolved,03:09
SUPPORT,SUP002084,SUP002084,2025-07-05 05:47:45,Sarah Burton,sarah.burton@yahoo.fr,+44 7351189392,Phone,Accessibility,Resolved,44:10
SUPPORT,SUP002085,SUP002085,2025-07-05 08:09:46,Chloe Miles,chloe.miles@yahoo.com,,Email,Accessibility,Resolved,07:57
SUPPORT,SUP002086,SUP002086,2025-07-05 08:35:49,Gregory Hayward,gregory.hayward@gmail.com,+44 7869269384,Email,Complaint,Resolved,16:37
SUPPORT,SUP002087,SUP002087,2025-07-05 17:47:29,Louise Mann,louisem.ann@gmail.com,,Email,Complaint,Resolved,21:37
SUPPORT,SUP002088,SUP002088,2025-07-05 18:44:56,Jonathan Rahman,,+44 7859091658,Phone,Refund request,Resolved,24:08
SUPPORT,SUP002089,SUP002089,2025-07-05 19:46:54,Suzanne Jackson,suzanne.jackson@gmail.com,+44 7938168256,Email,Enquiry,Open,
SUPPORT,SUP002090,SUP002090,2025-07-05 22:11:44,Donna Hussain,,+44 7324607295,Phone,Enquiry,Resolved,04:01
SUPPORT,SUP002091,SUP002091,2025-07-06 00:56:54,Jacob Ellis,jacob.ellis@yahoo.com,,Email,Complaint,Resolved,40:00
SUPPORT,SUP002092,SUP002092,2025-07-06 03:22:00,Naomi Brennan,naomi.brennan@gmail.com,+44 7867450504,Phone,Refund request,Resolved,30:12
SUPPORT,SUP002093,SUP002093,2025-07-06 04:39:05,George Tyler,george.tyler@gmail.com,+44 7532153050,Email,Enquiry,Open,
SUPPORT,SUP002094,SUP002094,2025-07-06 05:01:38,Patricia Phillips,patricia.phillips@hotmail.com,,Email,Enquiry,Resolved,12:59
SUPPORT,SUP002095,SUP002095,2025-07-06 06:52:01,Matthew Woods,matthew.woods@gmail.com,+44 7179721772,Email,Complaint,Resolved,14:00
SUPPORT,SUP002096,SUP002096,2025-07-06 10:24:24,Barry Quinn,barry.quinn@yahoo.com,+44 7443143161,Email,Enquiry,Resolved,01:14
SUPPORT,SUP002097,SUP002097,2025-07-06 13:15:36,Annette Jones,annette.jones@gmail.com,+44 7954472110,Email,Accessibility,Resolved,28:05
SUPPORT,SUP002098,SUP002098,2025-07-06 13:35:53,Guy Smith,guy.smith2@hotmail.com,,Email,Complaint,Resolved,32:05
SUPPORT,SUP002099,SUP002099,2025-07-06 13:47:24,Lewis Gardner,lewis.gardner@yahoo.com,,Email,Accessibility,Open,
SUPPORT,SUP002100,SUP002100,2025-07-06 18:29:38,Dennis Stevens,dennis.stevens@gmail.com,,Email,Accessibility,Resolved,02:06
SUPPORT,SUP002101,SUP002101,2025-07-06 18:46:46,Lauren Jones,lauren.jones@wanadoo.fr,+44 7028564168,Email,Accessibility,Open,
SUPPORT,SUP002102,SUP002102,2025-07-06 22:02:30,Dylan Saunders,dylan.sanders@yahoo.com,+44 7322269026,Email,Accessibility,Resolved,06:53
SUPPORT,SUP002103,SUP002103,2025-07-06 23:28:57,Jean Ryan,jean.ryan@gmail.com,+44 7137991450,Email,Complaint,Resolved,52:05
SUPPORT,SUP002104,SUP002104,2025-07-07 00:49:26,Kate Carter,kate.carter@hotmail.fr,+44 7163082227,Email,Refund request,Resolved,04:06
SUPPORT,SUP002105,SUP002105,2025-07-07 01:35:25,Samantha Ryan,samantha.ryan@yahoo.fr,,Email,Accessibility,Resolved,02:36
SUPPORT,SUP002106,SUP002106,2025-07-07 06:07:39,Rosie Chapman,rosie.chapman@hotmail.co.uk,+44 7107749750,Phone,Refund request,Resolved,34:27
SUPPORT,SUP002107,SUP002107,2025-07-07 07:12:39,Jemma Roberts,jemma.roberts@yahoo.com,+44 7929057253,Email,Complaint,Resolved,24:12
SUPPORT,SUP002108,SUP002108,2025-07-07 11:33:21,Glenn Faulkner,glenn.faulkner@gmail.com,+44 7045414070,Email,Enquiry,Resolved,21:00
SUPPORT,SUP002109,SUP002109,2025-07-07 20:06:58,Gemma Singh,gema.singh@gmail.com,+44 7275402551,Phone,Refund request,Resolved,08:00
SUPPORT,SUP002110,SUP002110,2025-07-07 20:08:38,Harriet Davis,harriet.davis@hotmail.co.uk,,Email,Enquiry,Resolved,17:49
SUPPORT,SUP002111,SUP002111,2025-07-08 00:10:47,Carl Reid,carl.reid@yahoo.com,+44 7638725946,Phone,Refund request,Resolved,05:19
SUPPORT,SUP002112,SUP002112,2025-07-08 00:15:28,Gemma Brookes,gemma.brookes@hotmail.com,+44 7835270871,Phone,Complaint,Resolved,17:43
SUPPORT,SUP002113,SUP002113,2025-07-08 00:38:52,Chelsea Lewis,chelsea.lewis@hotmail.co.uk,,Email,Refund request,Resolved,05:06
SUPPORT,SUP002114,SUP002114,2025-07-08 03:50:11,Bradley Smith,bradley.smith@gmail.com,+44 7595538008,Email,Refund request,Resolved,22:05
SUPPORT,SUP002115,SUP002115,2025-07-08 04:22:33,Lauren Rhodes,lauren.rhodes@hotmail.com,+44 7944471148,Phone,Accessibility,Open,
SUPPORT,SUP002116,SUP002116,2025-07-08 06:35:15,Janet Johnson,janet.johnson@hotmail.com,+44 7204904110,Phone,Refund request,Resolved,00:53
SUPPORT,SUP002117,SUP002117,2025-07-08 08:42:27,Ann Howell,ann.howell@gmail.com,+44 7208200532,Email,Enquiry,Open,
SUPPORT,SUP002118,SUP002118,2025-07-08 09:29:05,Anna Thomas,anna.thomas@hotmail.co.uk,+44 7726371415,Email,Accessibility,Resolved,01:47
SUPPORT,SUP002119,SUP002119,2025-07-08 09:55:42,Caroline Scott,caroline.scott@msn.com,+44 7088734492,Email,Accessibility,Resolved,06:12
SUPPORT,SUP002120,SUP002120,2025-07-08 10:14:03,Vanessa Hancock,vanessa.hancock@aol.com,+44 7586421318,Email,Refund request,Resolved,27:59
SUPPORT,SUP002121,SUP002121,2025-07-08 16:47:11,Julian Davis,julian.davis@hotmail.com,+44 7633738731,Email,Enquiry,Resolved,08:27
SUPPORT,SUP002122,SUP002122,2025-07-08 17:43:11,Stuart Robinson,stuart.robinson@hotmail.com,+44 7509588785,Email,Refund request,Open,
SUPPORT,SUP002123,SUP002123,2025-07-08 19:06:42,Elliot Pope,elliot.pope@gmail.com,+44 7928401232,Email,Refund request,Resolved,43:35
SUPPORT,SUP002124,SUP002124,2025-07-08 20:27:33,Alan Martin,alan.martin@aol.com,,Email,Enquiry,Resolved,08:16
SUPPORT,SUP002125,SUP002125,2025-07-08 21:51:43,Jamie Wilkins,jamie.wilkins@hotmail.com,,Email,Accessibility,Resolved,14:47
SUPPORT,SUP002126,SUP002126,2025-07-08 22:46:08,Carol O'Brien,carol.obrien@gmail.com,+44 7601347977,Email,Accessibility,Resolved,28:01
SUPPORT,SUP002127,SUP002127,2025-07-09 00:13:41,Keith Crawford,keith.crawford@gmail.com,+44 7733346504,Phone,Refund request,Resolved,15:40
SUPPORT,SUP002128,SUP002128,2025-07-09 01:24:00,Jonathan Davison,jonathan.davison@yahoo.com,+44 7983953602,Email,Accessibility,Resolved,05:30
SUPPORT,SUP002129,SUP002129,2025-07-09 03:57:26,Eileen Williams,eileen.williams@gmail.com,,Email,Complaint,Resolved,02:21
SUPPORT,SUP002130,SUP002130,2025-07-09 05:36:48,Alison Thomas,alison.thomas@hotmail.co.uk,+44 7963271157,Email,Refund request,Resolved,26:20
SUPPORT,SUP002131,SUP002131,2025-07-09 07:29:57,Lesley Walters,lesley.walters@aol.com,+44 7494545200,Phone,Refund request,Resolved,27:05
SUPPORT,SUP002132,SUP002132,2025-07-09 16:41:26,Ashleigh Abbott,ashleigh.abbott@yahoo.com,+44 7516432960,Email,Refund request,Resolved,12:11
SUPPORT,SUP002133,SUP002133,2025-07-09 17:41:27,Mandy Fisher,,+44 7092978026,Phone,Enquiry,Resolved,03:58
SUPPORT,SUP002134,SUP002134,2025-07-09 20:02:50,Frederick Griffiths,frederick.griffihs@yahoo.com,+44 7088961690,Phone,Enquiry,Resolved,04:13
SUPPORT,SUP002135,SUP002135,2025-07-09 21:55:17,James Knight,james.knight@gmail.com,+44 7639322025,Phone,Enquiry,Resolved,06:44
SUPPORT,SUP002136,SUP002136,2025-07-09 22:55:53,Roy Kay,,+44 7216671780,Phone,Accessibility,Resolved,08:22
SUPPORT,SUP002137,SUP002137,2025-07-09 23:24:30,Jamie Cooper,jamie.cooper@gmail.com,+44 7798007854,Email,Refund request,Open,
SUPPORT,SUP002138,SUP002138,2025-07-10 00:14:51,Neil Turner,neil.turner@yahoo.com,+44 7117416629,Phone,Complaint,Resolved,36:13
SUPPORT,SUP002139,SUP002139,2025-07-10 00:14:54,Katie Farmer,katie.farmer@hotmail.com,+44 7571520165,Phone,Complaint,Open,
SUPPORT,SUP002140,SUP002140,2025-07-10 02:06:32,Christopher Conway,christopher.conway@yahoo.com,,Email,Accessibility,Resolved,09:22
SUPPORT,SUP002141,SUP002141,2025-07-10 03:24:47,Ann Ball,ann.ball@hotmail.com,+44 7406214113,Email,Enquiry,Resolved,03:56
SUPPORT,SUP002142,SUP002142,2025-07-10 07:24:59,Jay Campbell,jay.campbell@gmail.com,+44 7404034390,Email,Enquiry,Open,
SUPPORT,SUP002143,SUP002143,2025-07-10 11:31:03,Tina Hughes,tina.hughes@gmail.com,+44 7699910176,Phone,Complaint,Open,
SUPPORT,SUP002144,SUP002144,2025-07-10 16:13:12,Mohammed Moss,mohammed.moss@aol.com,+44 7884030551,Email,Complaint,Resolved,34:51
SUPPORT,SUP002145,SUP002145,2025-07-10 16:47:15,Maureen Davidson,maureen.davidson@hotmail.com,,Email,Accessibility,Resolved,08:31
SUPPORT,SUP002146,SUP002146,2025-07-10 16:58:01,Lesley Singh,lesley.singh@hotmail.com,+44 7026855776,Email,Refund request,Open,
SUPPORT,SUP002147,SUP002147,2025-07-10 23:29:27,Simon O'Brien,simon.obrien@hotmail.fr,+44 7017250858,Email,Enquiry,Resolved,18:42
SUPPORT,SUP002148,SUP002148,2025-07-10 23:48:41,Marc White,marc.white@hotmail.com,+44 7398661890,Email,Enquiry,Resolved,02:52
SUPPORT,SUP002149,SUP002149,2025-07-11 02:12:29,Jordan Godfrey,jordan.godfrey@aol.com,+44 7942430109,Email,Refund request,Resolved,18:05
SUPPORT,SUP002150,SUP002150,2025-07-11 03:30:11,Stewart Green,stewart.green@gmail.com,+44 7441778274,Email,Refund request,Resolved,40:40
SUPPORT,SUP002151,SUP002151,2025-07-11 03:50:04,Hollie Bell,hollie.bel@yahoo.com,,Email,Complaint,Resolved,47:21
SUPPORT,SUP002152,SUP002152,2025-07-11 03:52:16,Jayne Evans,jayne.evans@gmail.com,+44 7798982737,Phone,Enquiry,Resolved,02:50
SUPPORT,SUP002153,SUP002153,2025-07-11 08:30:01,Jordan Spencer,jordan.spencer@hotmail.com,+44 7631587515,Email,Enquiry,Resolved,04:28
SUPPORT,SUP002154,SUP002154,2025-07-11 09:16:12,Janet Wright,janet.wright@gmail.com,+44 7203305007,Email,Refund request,Resolved,16:02
SUPPORT,SUP002155,SUP002155,2025-07-11 10:39:45,Kim Young,kim.young@hotmail.com,,Email,Enquiry,Resolved,00:50
SUPPORT,SUP002156,SUP002156,2025-07-11 11:36:45,June Clarke,june.clarke@hotmail.com,+44 7118211267,Phone,Enquiry,Resolved,03:50
SUPPORT,SUP002157,SUP002157,2025-07-11 12:07:31,Vincent Clark,vincent.clark@hotmail.com,+44 7753824180,Email,Accessibility,Resolved,11:02
SUPPORT,SUP002158,SUP002158,2025-07-11 12:08:39,Jordan Wright,jordan.wright@gmail.com,+44 7465168135,Email,Refund request,Resolved,24:28
SUPPORT,SUP002159,SUP002159,2025-07-11 14:17:16,Roger Walsh,roger.walsh@yahoo.com,+44 7695763150,Phone,Refund request,Resolved,29:06
SUPPORT,SUP002160,SUP002160,2025-07-11 15:33:37,Kim Kennedy,kim.kennedy@yahoo.com,,Email,Complaint,Resolved,06:51
SUPPORT,SUP002161,SUP002161,2025-07-11 15:43:17,Josephine Williams,josephine.williams@hotmail.com,+44 7877598899,Email,Accessibility,Resolved,07:28
SUPPORT,SUP002162,SUP002162,2025-07-11 16:07:52,Louise Wright,louse.wright@hotmail.com,+44 7020288513,Email,Enquiry,Resolved,07:45
SUPPORT,SUP002163,SUP002163,2025-07-11 20:13:35,Dylan Davies,,+44 7600693123,Phone,Refund request,Resolved,06:13
SUPPORT,SUP002164,SUP002164,2025-07-11 20:46:37,Lorraine Brown,lorraine.brown@gmail.com,+44 7824500795,Email,Complaint,Resolved,26:09
SUPPORT,SUP002165,SUP002165,2025-07-11 21:13:34,Eileen Simpson,eileen.simpson@gmail.com,+44 7282039575,Email,Accessibility,Open,
SUPPORT,SUP002166,SUP002166,2025-07-11 22:00:05,Jake Francis,jake.francis@gmail.com,+44 7800119400,Phone,Enquiry,Resolved,06:45
SUPPORT,SUP002167,SUP002167,2025-07-11 23:41:32,Donald Reynolds,donald.reynolds@hotmail.com,+44 7734576987,Phone,Refund request,Resolved,32:44
SUPPORT,SUP002168,SUP002168,2025-07-12 00:34:13,Phillip Williams,phillip.williams@hotmail.com,+44 7265473566,Phone,Accessibility,Resolved,05:06
SUPPORT,SUP002169,SUP002169,2025-07-12 01:02:18,Donna Moore,donna.moore@yahoo.fr,+44 7421691331,Phone,Refund request,Open,
SUPPORT,SUP002170,SUP002170,2025-07-12 01:16:52,Gordon Moore,gordon.moore@gmail.com,,Email,Complaint,Resolved,25:27
SUPPORT,SUP002171,SUP002171,2025-07-12 01:51:08,Leslie Slater,leslie.slater@gmail.com,,Email,Refund request,Resolved,14:15
SUPPORT,SUP002172,SUP002172,2025-07-12 02:54:49,Andrea Harris,andrea.harris@yahoo.com,,Email,Enquiry,Open,
SUPPORT,SUP002173,SUP002173,2025-07-12 04:05:06,Linda Cunningham,linda.cunningham@gmail.com,+44 7143033855,Email,Refund request,Resolved,07:33
SUPPORT,SUP002174,SUP002174,2025-07-12 11:50:48,Georgia Brookes,georgia.brookes@wanadoo.fr,,Email,Enquiry,Resolved,42:19
SUPPORT,SUP002175,SUP002175,2025-07-12 11:52:32,Samantha Hutchinson,,+44 7919198852,Phone,Accessibility,Resolved,43:06
SUPPORT,SUP002176,SUP002176,2025-07-12 13:57:12,Lawrence Booth,lawrence.booth@aol.com,+44 7132171860,Email,Refund request,Resolved,14:50
SUPPORT,SUP002177,SUP002177,2025-07-12 14:38:49,June Cunningham,june.cunningham@gmail.com,+44 7052314027,Email,Complaint,Resolved,10:49
SUPPORT,SUP002178,SUP002178,2025-07-12 16:40:10,Katie Slater,katie.slater@yahoo.com,,Email,Refund request,Resolved,15:54
SUPPORT,SUP002179,SUP002179,2025-07-12 17:51:39,Albert Austin,albert.autsin@gmail.com,+44 7174672352,Phone,Refund request,Resolved,00:50
SUPPORT,SUP002180,SUP002180,2025-07-12 17:53:18,Douglas Thompson,douglas.thompson@gmail.com,,Email,Complaint,Resolved,34:57
SUPPORT,SUP002181,SUP002181,2025-07-13 00:32:38,Reece Baker,reece.baker@gmail.com,,Email,Enquiry,Resolved,02:47
SUPPORT,SUP002182,SUP002182,2025-07-13 00:58:26,Michelle Adams,michelle.adams@hotmail.com,+44 7415760935,Email,Refund request,Resolved,12:39
SUPPORT,SUP002183,SUP002183,2025-07-13 01:13:33,Eleanor Jones,,+44 7526073100,Phone,Enquiry,Resolved,05:57
SUPPORT,SUP002184,SUP002184,2025-07-13 04:53:55,Chloe White,chloe.white@yahoo.com,,Email,Refund request,Resolved,10:07
SUPPORT,SUP002185,SUP002185,2025-07-13 05:34:29,Vincent Dobson,vincent.dobson@yahoo.com,+44 7970405010,Email,Refund request,Open,
SUPPORT,SUP002186,SUP002186,2025-07-13 07:01:05,Jane Giles,,+44 7590537408,Phone,Accessibility,Resolved,11:48
SUPPORT,SUP002187,SUP002187,2025-07-13 07:03:10,Robin Thompson,robin.thompson@hotmail.com,+44 7621796956,Phone,Refund request,Open,
SUPPORT,SUP002188,SUP002188,2025-07-13 21:34:47,Stephanie Lee,stephanie.lee2@gmail.com,+44 7853688047,Phone,Accessibility,Open,
SUPPORT,SUP002189,SUP002189,2025-07-14 02:58:07,Iain Pratt,iain.pratt@hotmail.com,+44 7051711976,Email,Accessibility,Resolved,13:20
SUPPORT,SUP002190,SUP002190,2025-07-14 05:08:16,Victor Stewart,victor.stewart@hotmail.com,+44 7313278730,Email,Refund request,Resolved,37:02
SUPPORT,SUP002191,SUP002191,2025-07-14 05:23:35,Hollie Green,hollie.green@aol.com,+44 7309798420,Phone,Complaint,Resolved,34:02
SUPPORT,SUP002192,SUP002192,2025-07-14 08:43:58,Daniel Hughes,adniel.hughes@gmail.com,+44 7901954463,Phone,Enquiry,Resolved,11:13
SUPPORT,SUP002193,SUP002193,2025-07-14 09:15:35,Hugh Morrison,hugh.morrison@gmail.com,+44 7219139099,Email,Enquiry,Open,
SUPPORT,SUP002194,SUP002194,2025-07-14 09:47:52,Mitchell Hughes,mitchell.hughes@hotmail.com,+44 7856122017,Email,Accessibility,Resolved,25:42
SUPPORT,SUP002195,SUP002195,2025-07-14 09:52:36,Anthony Taylor,anthony.taylor@gmail.com,+44 7855670853,Email,Enquiry,Resolved,04:05
SUPPORT,SUP002196,SUP002196,2025-07-14 10:30:03,Allan Rice,allan.rice@yahoo.com,+44 7728421397,Email,Accessibility,Resolved,21:43
SUPPORT,SUP002197,SUP002197,2025-07-14 11:58:33,Timothy West,timothy.west@gmail.com,+44 7972941145,Email,Enquiry,Resolved,04:33
SUPPORT,SUP002198,SUP002198,2025-07-14 15:24:53,Mary Baker,mary.baker@hotmail.com,,Email,Accessibility,Resolved,11:57
SUPPORT,SUP002199,SUP002199,2025-07-14 16:08:28,Eric Taylor,eric.taylor@gmail.com,+44 7572141746,Email,Enquiry,Resolved,04:34
SUPPORT,SUP002200,SUP002200,2025-07-14 18:02:15,Chelsea Howard,chelsea.howard@yahoo.com,+44 7646986066,Email,Enquiry,Resolved,08:41
SUPPORT,SUP002201,SUP002201,2025-07-14 19:05:34,Gordon Hmuphreys,gordon.humphreys@gmail.com,+44 7659919521,Phone,Accessibility,Resolved,14:46
SUPPORT,SUP002202,SUP002202,2025-07-14 22:18:25,Geoffrey Bradley,geoffrey.bradley@hotmail.com,+44 7425857078,Phone,Refund request,Resolved,13:23
SUPPORT,SUP002203,SUP002203,2025-07-14 23:58:55,Anthony Willis,anthony.willis@hotmail.com,,Email,Enquiry,Resolved,02:43
SUPPORT,SUP002204,SUP002204,2025-07-15 02:30:25,Gregory Harris,gregory.harris@hotmail.com,+44 7542057062,Email,Accessibility,Resolved,21:56
SUPPORT,SUP002205,SUP002205,2025-07-15 03:49:21,Jane Bailey,jane.bailey@gmail.com,+44 7774222668,Email,Refund request,Open,
SUPPORT,SUP002206,SUP002206,2025-07-15 04:30:41,Jonathan Patel,jonathan.patel@yahoo.com,,Email,Refund request,Resolved,23:23
SUPPORT,SUP002207,SUP002207,2025-07-15 05:27:04,Josephine Smith,josephine.smith@hotmail.com,+44 7526661035,Email,Enquiry,Resolved,02:42
SUPPORT,SUP002208,SUP002208,2025-07-15 05:40:10,Mohamed Gibbs,mohamed.gibbs@gmail.com,+44 7596081957,Email,Enquiry,Resolved,00:19
SUPPORT,SUP002209,SUP002209,2025-07-15 06:25:06,Molly Chamberlain,molly.chamberlain@hotmail.com,,Email,Enquiry,Open,
SUPPORT,SUP002210,SUP002210,2025-07-15 09:09:25,Nathan Briggs,nathan.briggs@gmail.com,+44 7309660809,Email,Enquiry,Resolved,09:57
SUPPORT,SUP002211,SUP002211,2025-07-15 09:34:24,Gemma Bell,gmema.bell@hotmail.com,+44 7832836557,Email,Complaint,Open,
SUPPORT,SUP002212,SUP002212,2025-07-15 10:48:34,Nicole Lucas,nicole.lucas@hotmail.com,+44 7940909824,Phone,Complaint,Resolved,14:33
SUPPORT,SUP002213,SUP002213,2025-07-15 12:00:27,Stephen Hutchinson,stephen.hutchinson@yahoo.com,+44 7884007401,Email,Complaint,Open,
SUPPORT,SUP002214,SUP002214,2025-07-15 13:00:19,Tina Hughes,tina.hughes@gmail.com,,Email,Refund request,Resolved,25:07
SUPPORT,SUP002215,SUP002215,2025-07-15 13:25:13,Karen Giles,karen.giles@hotmail.co.uk,+44 7912205340,Email,Complaint,Resolved,33:44
SUPPORT,SUP002216,SUP002216,2025-07-15 14:14:20,Claire Dixon,claire.dixon@gmail.com,+44 7429322137,Email,Refund request,Resolved,13:12
SUPPORT,SUP002217,SUP002217,2025-07-15 14:35:15,David Oliver,david.oliver@hotmail.com,+44 7741575578,Email,Refund request,Resolved,12:41
SUPPORT,SUP002218,SUP002218,2025-07-15 16:46:25,Barry Marshall,barry.marshall@hotmail.com,+44 7606866932,Email,Refund request,Resolved,09:45
SUPPORT,SUP002219,SUP002219,2025-07-15 16:51:43,Simon Harris,simon.harrs@gmail.com,+44 7117364657,Phone,Accessibility,Resolved,11:44
SUPPORT,SUP002220,SUP002220,2025-07-15 17:16:06,Arthur Shaw,arthur.shaw@yahoo.com,+44 7676014658,Email,Enquiry,Open,
SUPPORT,SUP002221,SUP002221,2025-07-15 17:16:20,Kieran Allen,kieran.allen@hotmail.com,,Email,Complaint,Resolved,10:44
SUPPORT,SUP002222,SUP002222,2025-07-15 18:12:06,Brett Ryan,brett.ryan@gmail.com,+44 7871279315,Email,Complaint,Resolved,22:38
SUPPORT,SUP002223,SUP002223,2025-07-15 19:04:23,Paige Spencer,paige.spencer@gmail.com,+44 7967552005,Phone,Refund request,Resolved,10:47
SUPPORT,SUP002224,SUP002224,2025-07-15 19:47:52,Melanie Lawson,melanie.lawson@gmail.com,+44 7954201228,Email,Enquiry,Resolved,01:57
SUPPORT,SUP002225,SUP002225,2025-07-15 19:58:35,Keith Smith,keith.smith@hotmail.com,+44 7232666946,Email,Accessibility,Resolved,03:21
SUPPORT,SUP002226,SUP002226,2025-07-15 20:39:10,Joanne Matthews,joanne.matthews@gmail.com,,Email,Refund request,Resolved,11:03
SUPPORT,SUP002227,SUP002227,2025-07-15 22:20:48,Pauline Hewitt,pauline.hewitt@gmail.com,,Email,Complaint,Resolved,10:57
SUPPORT,SUP002228,SUP002228,2025-07-15 23:27:30,Barbara Williams,barbara.williams2@gmail.com,+44 7727337604,Email,Refund request,Resolved,17:39
SUPPORT,SUP002229,SUP002229,2025-07-16 01:15:17,Sheila Ashton,,+44 7743725007,Phone,Refund request,Resolved,05:21
SUPPORT,SUP002230,SUP002230,2025-07-16 05:10:30,Sally Wright,sally.wright@gmail.com,+44 7151634731,Email,Refund request,Resolved,11:42
SUPPORT,SUP002231,SUP002231,2025-07-16 06:55:15,Stewart Clements,stewart.clemnets@hotmail.com,+44 7243001954,Email,Accessibility,Open,
SUPPORT,SUP002232,SUP002232,2025-07-16 08:17:26,Hollie Nash,hollie.nash@hotmail.com,+44 7325525106,Email,Enquiry,Open,
SUPPORT,SUP002233,SUP002233,2025-07-16 10:54:02,Adam Roberts,adam.roberts@yahoo.com,+44 7532837871,Email,Accessibility,Resolved,03:45
SUPPORT,SUP002234,SUP002234,2025-07-16 11:08:43,Mark Price,mark.price@yahoo.com,+44 7845964609,Email,Enquiry,Resolved,05:38
SUPPORT,SUP002235,SUP002235,2025-07-16 13:00:32,Nicholas Shah,nicholas.shah@yahoo.com,+44 7314527389,Phone,Complaint,Resolved,25:03
SUPPORT,SUP002236,SUP002236,2025-07-16 13:33:18,Sian Wheeler,sian.wheeler@yahoo.com,+44 7606222921,Email,Refund request,Resolved,26:01
SUPPORT,SUP002237,SUP002237,2025-07-16 14:40:48,Luke Roberts,luke.roberts@yahoo.com,,Email,Enquiry,Resolved,05:53
SUPPORT,SUP002238,SUP002238,2025-07-16 15:21:01,Timothy Watson,timothy.watson@gmail.com,+44 7236162685,Email,Accessibility,Resolved,09:58
SUPPORT,SUP002239,SUP002239,2025-07-16 15:31:14,Lawrence Robinson,lawrence.robinson@hotmail.com,+44 7729342886,Email,Refund request,Resolved,41:28
SUPPORT,SUP002240,SUP002240,2025-07-17 03:13:39,Katherine Hill,katherine.hill@yahoo.com,+44 7791714343,Email,Refund request,Resolved,09:38
SUPPORT,SUP002241,SUP002241,2025-07-17 05:04:30,Allan Powell,alan.powell@yahoo.com,+44 7014291458,Email,Enquiry,Resolved,06:39
SUPPORT,SUP002242,SUP002242,2025-07-17 05:25:29,Andrea Harris,andrea.harris@yahoo.com,+44 7431446268,Phone,Accessibility,Resolved,05:04
SUPPORT,SUP002243,SUP002243,2025-07-17 09:38:40,Emily Begum,emily.begum@hotmail.com,,Email,Complaint,Resolved,08:21
SUPPORT,SUP002244,SUP002244,2025-07-17 13:30:54,Jamie Bird,jamie.bird@hotmail.com,,Email,Refund request,Resolved,12:29
