source_system,source_record_id,crm_customer_id,transaction_id,marketing_contact_id,session_id,support_ticket_id,portal_user_id,linked_transaction_id,first_name_raw,surname_raw,full_name_raw,email_raw,phone_raw,address_raw,postcode_raw,date_of_birth_raw,first_name_normalised,surname_normalised,full_name_normalised,email_normalised,phone_normalised,address_normalised,postcode_normalised,date_of_birth_normalised,support_ticket_created_date_time,requester_name,requester_email,requester_phone,contact_channel,issue_category,ticket_status,resolution_time_hours_minutes
SUPPORT,SUP002928,,,,,SUP002928,,,,,Garry Webb,garry.webb@gmail.com,,,,,,,garrywebb,garry.webb@gmail.com,,,,,2025-09-05 06:11:49,Garry Webb,garry.webb@gmail.com,,Email,Accessibility,Resolved,34:35
SUPPORT,SUP002929,,,,,SUP002929,,,,,Connor Jenkins,connor.jenkins@yahoo.com,+44 7125014811,,,,,,connorjenkins,connor.jenkins@yahoo.com,07125014811,,,,2025-09-05 09:09:36,Connor Jenkins,connor.jenkins@yahoo.com,+44 7125014811,Phone,Enquiry,Resolved,02:20
SUPPORT,SUP002930,,,,,SUP002930,,,,,Rhys Davis,rhys.davis@hotmail.com,,,,,,,rhysdavis,rhys.davis@hotmail.com,,,,,2025-09-05 09:52:36,Rhys Davis,rhys.davis@hotmail.com,,Email,Refund request,Resolved,07:26
SUPPORT,SUP002931,,,,,SUP002931,,,,,Damian Noble,damian.noble@gmail.com,+44 7237062928,,,,,,damiannoble,damian.noble@gmail.com,07237062928,,,,2025-09-05 10:53:33,Damian Noble,damian.noble@gmail.com,+44 7237062928,Email,Enquiry,Resolved,06:58
SUPPORT,SUP002932,,,,,SUP002932,,,,,June Cunningham,june.cunningham@gmail.com,+44 7052314027,,,,,,junecunningham,june.cunningham@gmail.com,07052314027,,,,2025-09-05 13:26:15,June Cunningham,june.cunningham@gmail.com,+44 7052314027,Phone,Enquiry,Resolved,07:35
SUPPORT,SUP002933,,,,,SUP002933,,,,,Sam Palmer,sam.palmer@yahoo.com,,,,,,,sampalmer,sam.palmer@yahoo.com,,,,,2025-09-05 14:51:06,Sam Palmer,sam.palmer@yahoo.com,,Email,Refund request,Resolved,17:30
SUPPORT,SUP002934,,,,,SUP002934,,,,,ugh Hicks,hugh.hicks@gmail.com,+44 7202146766,,,,,,ughhicks,hugh.hicks@gmail.com,07202146766,,,,2025-09-05 23:11:57,ugh Hicks,hugh.hicks@gmail.com,+44 7202146766,Email,Enquiry,Resolved,04:33
SUPPORT,SUP002935,,,,,SUP002935,,,,,Damian Hughes,damian.hughes@gmail.com,,,,,,,damianhughes,damian.hughes@gmail.com,,,,,2025-09-05 23:32:28,Damian Hughes,damian.hughes@gmail.com,,Email,Complaint,Resolved,14:56
SUPPORT,SUP002936,,,,,SUP002936,,,,,James Parker,,+44 7940582124,,,,,,jamesparker,,07940582124,,,,2025-09-06 00:14:58,James Parker,,+44 7940582124,Phone,Complaint,Resolved,17:10
SUPPORT,SUP002937,,,,,SUP002937,,,,,Shannon Pearson,shannon.pearson@hotmail.com,,,,,,,shannonpearson,shannon.pearson@hotmail.com,,,,,2025-09-06 00:49:55,Shannon Pearson,shannon.pearson@hotmail.com,,Email,Refund request,Open,
SUPPORT,SUP002938,,,,,SUP002938,,,,,Rachel Middleton,rachel.middleton@gmail.com,+44 7134643570,,,,,,rachelmiddleton,rachel.middleton@gmail.com,07134643570,,,,2025-09-06 03:09:15,Rachel Middleton,rachel.middleton@gmail.com,+44 7134643570,Email,Accessibility,Resolved,06:38
SUPPORT,SUP002939,,,,,SUP002939,,,,,Eileen Bray,eileen.bray@hotmail.com,+44 7885511394,,,,,,eileenbray,eileen.bray@hotmail.com,07885511394,,,,2025-09-06 03:43:23,Eileen Bray,eileen.bray@hotmail.com,+44 7885511394,Phone,Accessibility,Resolved,07:22
SUPPORT,SUP002940,,,,,SUP002940,,,,,Beverley Turner,beverley.turner@hotmail.co.uk,+44 7731270609,,,,,,beverleyturner,beverley.turner@hotmail.co.uk,07731270609,,,,2025-09-06 04:34:44,Beverley Turner,beverley.turner@hotmail.co.uk,+44 7731270609,Email,Enquiry,Resolved,14:08
SUPPORT,SUP002941,,,,,SUP002941,,,,,John Robertson,john.robertson@hotmail.co.uk,+44 7290607061,,,,,,johnrobertson,john.robertson@hotmail.co.uk,07290607061,,,,2025-09-06 05:20:00,John Robertson,john.robertson@hotmail.co.uk,+44 7290607061,Phone,Enquiry,Resolved,05:15
SUPPORT,SUP002942,,,,,SUP002942,,,,,Leanne Lord,leanne.lord@hotmail.com,+44 7126367508,,,,,,leannelord,leanne.lord@hotmail.com,07126367508,,,,2025-09-06 06:14:32,Leanne Lord,leanne.lord@hotmail.com,+44 7126367508,Email,Enquiry,Resolved,07:44
SUPPORT,SUP002943,,,,,SUP002943,,,,,Lewis Thornton,lewis.thornton@hotmail.co.uk,+44 7743390083,,,,,,lewisthornton,lewis.thornton@hotmail.co.uk,07743390083,,,,2025-09-06 09:16:56,Lewis Thornton,lewis.thornton@hotmail.co.uk,+44 7743390083,Email,Refund request,Resolved,19:26
SUPPORT,SUP002944,,,,,SUP002944,,,,,Stanley Dawson,stanley.dawson@yahoo.com,+44 7759785331,,,,,,stanleydawson,stanley.dawson@yahoo.com,07759785331,,,,2025-09-06 10:10:54,Stanley Dawson,stanley.dawson@yahoo.com,+44 7759785331,Email,Accessibility,Resolved,10:41
SUPPORT,SUP002945,,,,,SUP002945,,,,,Daniel Kennedy,daniel.kennedy@gmail.com,+44 7190045215,,,,,,danielkennedy,daniel.kennedy@gmail.com,07190045215,,,,2025-09-06 14:48:28,Daniel Kennedy,daniel.kennedy@gmail.com,+44 7190045215,Email,Complaint,Resolved,46:00
SUPPORT,SUP002946,,,,,SUP002946,,,,,Bruce Thompson,bruce.thompson@hotmail.com,+44 7291816008,,,,,,brucethompson,bruce.thompson@hotmail.com,07291816008,,,,2025-09-06 15:43:50,Bruce Thompson,bruce.thompson@hotmail.com,+44 7291816008,Phone,Enquiry,Resolved,02:30
SUPPORT,SUP002947,,,,,SUP002947,,,,,Alan Pearce,alan.pearce@hotmail.com,+44 7234437886,,,,,,alanpearce,alan.pearce@hotmail.com,07234437886,,,,2025-09-06 19:15:12,Alan Pearce,alan.pearce@hotmail.com,+44 7234437886,Phone,Refund request,Open,
SUPPORT,SUP002948,,,,,SUP002948,,,,,Victoria Hall,victoria.hall@hotmail.co.uk,+44 7853639749,,,,,,victoriahall,victoria.hall@hotmail.co.uk,07853639749,,,,2025-09-06 19:35:14,Victoria Hall,victoria.hall@hotmail.co.uk,+44 7853639749,Phone,Accessibility,Resolved,01:16
SUPPORT,SUP002949,,,,,SUP002949,,,,,Joyce Davies,joyce.davies@hotmail.com,,,,,,,joycedavies,joyce.davies@hotmail.com,,,,,2025-09-06 19:54:43,Joyce Davies,joyce.davies@hotmail.com,,Email,Refund request,Resolved,08:27
SUPPORT,SUP002950,,,,,SUP002950,,,,,Dylan Hunt,dylan.hunt@hotmail.com,+44 7165107380,,,,,,dylanhunt,dylan.hunt@hotmail.com,07165107380,,,,2025-09-07 04:33:25,Dylan Hunt,dylan.hunt@hotmail.com,+44 7165107380,Phone,Accessibility,Resolved,16:25
SUPPORT,SUP002951,,,,,SUP002951,,,,,Oliver Bennett,oliver.bennett@yahoo.com,+44 7349840374,,,,,,oliverbennett,oliver.bennett@yahoo.com,07349840374,,,,2025-09-07 07:17:40,Oliver Bennett,oliver.bennett@yahoo.com,+44 7349840374,Email,Enquiry,Resolved,08:11
SUPPORT,SUP002952,,,,,SUP002952,,,,,Bradly Wood,bradley.wood@gmail.com,+44 7684366630,,,,,,bradlywood,bradley.wood@gmail.com,07684366630,,,,2025-09-07 08:03:38,Bradly Wood,bradley.wood@gmail.com,+44 7684366630,Phone,Enquiry,Resolved,13:22
SUPPORT,SUP002953,,,,,SUP002953,,,,,William ong,william.long@gmail.com,+44 7569393937,,,,,,williamong,william.long@gmail.com,07569393937,,,,2025-09-07 08:47:55,William ong,william.long@gmail.com,+44 7569393937,Phone,Refund request,Resolved,02:30
SUPPORT,SUP002954,,,,,SUP002954,,,,,Dominic Barnett,dominic.barnett@hotmail.com,,,,,,,dominicbarnett,dominic.barnett@hotmail.com,,,,,2025-09-07 09:30:29,Dominic Barnett,dominic.barnett@hotmail.com,,Email,Accessibility,Open,
SUPPORT,SUP002955,,,,,SUP002955,,,,,Harriet Patel,,+44 7566394771,,,,,,harrietpatel,,07566394771,,,,2025-09-07 10:54:54,Harriet Patel,,+44 7566394771,Phone,Complaint,Resolved,43:09
SUPPORT,SUP002956,,,,,SUP002956,,,,,Joanna Riley,joanna.riley@yahoo.com,+44 7490770141,,,,,,joannariley,joanna.riley@yahoo.com,07490770141,,,,2025-09-07 12:39:21,Joanna Riley,joanna.riley@yahoo.com,+44 7490770141,Email,Refund request,Open,
SUPPORT,SUP002957,,,,,SUP002957,,,,,Anne Saunders,anne.saunders@gmail.com,+44 7811925470,,,,,,annesaunders,anne.saunders@gmail.com,07811925470,,,,2025-09-07 13:00:27,Anne Saunders,anne.saunders@gmail.com,+44 7811925470,Email,Enquiry,Open,
SUPPORT,SUP002958,,,,,SUP002958,,,,,Alexandra John,alexandra.john@yahoo.com,+44 7865936481,,,,,,alexandrajohn,alexandra.john@yahoo.com,07865936481,,,,2025-09-07 13:02:39,Alexandra John,alexandra.john@yahoo.com,+44 7865936481,Email,Enquiry,Resolved,10:28
SUPPORT,SUP002959,,,,,SUP002959,,,,,Kyle Murray,kyle.murray@yahoo.com,+44 7301493905,,,,,,kylemurray,kyle.murray@yahoo.com,07301493905,,,,2025-09-07 13:07:51,Kyle Murray,kyle.murray@yahoo.com,+44 7301493905,Email,Refund request,Resolved,09:45
SUPPORT,SUP002960,,,,,SUP002960,,,,,Neil Turner,neil.turenr@yahoo.com,+44 7117416629,,,,,,neilturner,neil.turenr@yahoo.com,07117416629,,,,2025-09-07 14:47:41,Neil Turner,neil.turenr@yahoo.com,+44 7117416629,Email,Refund request,Resolved,22:05
SUPPORT,SUP002961,,,,,SUP002961,,,,,Yvonne Jackson,yvonne.jackson@gmail.com,,,,,,,yvonnejackson,yvonne.jackson@gmail.com,,,,,2025-09-07 18:04:55,Yvonne Jackson,yvonne.jackson@gmail.com,,Email,Enquiry,Resolved,04:02
SUPPORT,SUP002962,,,,,SUP002962,,,,,Kerry Walker,kerry.walker@hotmail.com,,,,,,,kerrywalker,kerry.walker@hotmail.com,,,,,2025-09-07 18:49:23,Kerry Walker,kerry.walker@hotmail.com,,Email,Accessibility,Resolved,44:52
SUPPORT,SUP002963,,,,,SUP002963,,,,,Leslie Martin,leslie.martin@hotmail.com,+44 7434237665,,,,,,lesliemartin,leslie.martin@hotmail.com,07434237665,,,,2025-09-07 19:08:49,Leslie Martin,leslie.martin@hotmail.com,+44 7434237665,Phone,Enquiry,Resolved,04:51
SUPPORT,SUP002964,,,,,SUP002964,,,,,Danielle Smith,danielle.smith@yahoo.com,+44 7470901499,,,,,,daniellesmith,danielle.smith@yahoo.com,07470901499,,,,2025-09-07 22:43:26,Danielle Smith,danielle.smith@yahoo.com,+44 7470901499,Email,Complaint,Open,
SUPPORT,SUP002965,,,,,SUP002965,,,,,Alice Green,alice.green@gmail.com,,,,,,,alicegreen,alice.green@gmail.com,,,,,2025-09-07 23:01:33,Alice Green,alice.green@gmail.com,,Email,Refund request,Resolved,17:15
SUPPORT,SUP002966,,,,,SUP002966,,,,,William Goddard,,+44 7088124225,,,,,,williamgoddard,,07088124225,,,,2025-09-08 01:52:11,William Goddard,,+44 7088124225,Phone,Refund request,Resolved,35:07
SUPPORT,SUP002967,,,,,SUP002967,,,,,Gordon Evans,gordon.evans@yahoo.com,+44 7016647191,,,,,,gordonevans,gordon.evans@yahoo.com,07016647191,,,,2025-09-08 03:39:45,Gordon Evans,gordon.evans@yahoo.com,+44 7016647191,Email,Enquiry,Resolved,04:34
SUPPORT,SUP002968,,,,,SUP002968,,,,,Adrian Lucas,adrian.lucas@gmail.com,+44 7836968209,,,,,,adrianlucas,adrian.lucas@gmail.com,07836968209,,,,2025-09-08 08:04:10,Adrian Lucas,adrian.lucas@gmail.com,+44 7836968209,Email,Complaint,Resolved,44:30
SUPPORT,SUP002969,,,,,SUP002969,,,,,Benjamin Skinner,benjamin.skinner@yahoo.com,+44 7320471783,,,,,,benjaminskinner,benjamin.skinner@yahoo.com,07320471783,,,,2025-09-08 09:09:24,Benjamin Skinner,benjamin.skinner@yahoo.com,+44 7320471783,Email,Enquiry,Resolved,02:45
SUPPORT,SUP002970,,,,,SUP002970,,,,,Beverley Davies,beverley.davies@yahoo.com,+44 7162929832,,,,,,beverleydavies,beverley.davies@yahoo.com,07162929832,,,,2025-09-08 10:09:22,Beverley Davies,beverley.davies@yahoo.com,+44 7162929832,Email,Enquiry,Resolved,03:58
SUPPORT,SUP002971,,,,,SUP002971,,,,,Nicola Robinson,nicola.robinson@yahoo.com,,,,,,,nicolarobinson,nicola.robinson@yahoo.com,,,,,2025-09-08 11:33:47,Nicola Robinson,nicola.robinson@yahoo.com,,Email,Enquiry,Resolved,04:39
SUPPORT,SUP002972,,,,,SUP002972,,,,,Eileen Price,eileen.price@aol.com,+44 7935258605,,,,,,eileenprice,eileen.price@aol.com,07935258605,,,,2025-09-08 12:53:45,Eileen Price,eileen.price@aol.com,+44 7935258605,Email,Enquiry,Resolved,02:13
SUPPORT,SUP002973,,,,,SUP002973,,,,,Liam Murphy,liam.murphy@yahoo.com,+44 7548598348,,,,,,liammurphy,liam.murphy@yahoo.com,07548598348,,,,2025-09-08 14:55:49,Liam Murphy,liam.murphy@yahoo.com,+44 7548598348,Email,Enquiry,Resolved,06:33
SUPPORT,SUP002974,,,,,SUP002974,,,,,Sheila Lmab,sheila.lamb@aol.com,,,,,,,sheilalmab,sheila.lamb@aol.com,,,,,2025-09-08 19:54:40,Sheila Lmab,sheila.lamb@aol.com,,Email,Enquiry,Resolved,12:23
SUPPORT,SUP002975,,,,,SUP002975,,,,,Richard Wood,richard.wood@gmail.com,+44 7518384212,,,,,,richardwood,richard.wood@gmail.com,07518384212,,,,2025-09-08 20:51:13,Richard Wood,richard.wood@gmail.com,+44 7518384212,Phone,Complaint,Resolved,46:22
SUPPORT,SUP002976,,,,,SUP002976,,,,,Heather Cooper,heather.cooper@gmail.com,+44 7305381696,,,,,,heathercooper,heather.cooper@gmail.com,07305381696,,,,2025-09-08 20:51:41,Heather Cooper,heather.cooper@gmail.com,+44 7305381696,Email,Refund request,Resolved,21:33
SUPPORT,SUP002977,,,,,SUP002977,,,,,Annette Jones,,+44 7974472110,,,,,,annettejones,,07974472110,,,,2025-09-08 23:34:37,Annette Jones,,+44 7974472110,Phone,Accessibility,Resolved,06:32
SUPPORT,SUP002978,,,,,SUP002978,,,,,Nicola Dale,,+44 7000178632,,,,,,nicoladale,,07000178632,,,,2025-09-09 03:00:26,Nicola Dale,,+44 7000178632,Phone,Complaint,Resolved,38:08
SUPPORT,SUP002979,,,,,SUP002979,,,,,Francesca Williams,francesca.williams@yahoo.com,+44 7053281332,,,,,,francescawilliams,francesca.williams@yahoo.com,07053281332,,,,2025-09-09 04:08:11,Francesca Williams,francesca.williams@yahoo.com,+44 7053281332,Email,Enquiry,Open,
SUPPORT,SUP002980,,,,,SUP002980,,,,,Mark Porter,mark.porter@yahoo.com,+44 7361784310,,,,,,markporter,mark.porter@yahoo.com,07361784310,,,,2025-09-09 09:56:35,Mark Porter,mark.porter@yahoo.com,+44 7361784310,Phone,Refund request,Resolved,02:53
SUPPORT,SUP002981,,,,,SUP002981,,,,,Brandon Taylor,brandon.taylor@gmail.com,+44 7331045854,,,,,,brandontaylor,brandon.taylor@gmail.com,07331045854,,,,2025-09-09 10:22:08,Brandon Taylor,brandon.taylor@gmail.com,+44 7331045854,Email,Refund request,Resolved,04:13
SUPPORT,SUP002982,,,,,SUP002982,,,,,Antony Knowles,antony.knowles@gmail.com,+44 7828776692,,,,,,antonyknowles,antony.knowles@gmail.com,07828776692,,,,2025-09-09 10:47:14,Antony Knowles,antony.knowles@gmail.com,+44 7828776692,Email,Complaint,Resolved,03:11
SUPPORT,SUP002983,,,,,SUP002983,,,,,Timothy Lees,timothy.lees@yahoo.com,+44 7994330853,,,,,,timothylees,timothy.lees@yahoo.com,07994330853,,,,2025-09-09 11:18:12,Timothy Lees,timothy.lees@yahoo.com,+44 7994330853,Phone,Refund request,Resolved,27:09
SUPPORT,SUP002984,,,,,SUP002984,,,,,Michelle Richardson,michelle.richardson@hotmail.com,+44 7492090720,,,,,,michellerichardson,michelle.richardson@hotmail.com,07492090720,,,,2025-09-09 16:29:33,Michelle Richardson,michelle.richardson@hotmail.com,+44 7492090720,Email,Accessibility,Resolved,16:27
SUPPORT,SUP002985,,,,,SUP002985,,,,,Bethany Chandler,bethany.chandler@gmail.com,,,,,,,bethanychandler,bethany.chandler@gmail.com,,,,,2025-09-09 19:21:01,Bethany Chandler,bethany.chandler@gmail.com,,Email,Refund request,Resolved,23:07
SUPPORT,SUP002986,,,,,SUP002986,,,,,Sheila Wong,sheila.wong@msn.com,+44 7472152276,,,,,,sheilawong,sheila.wong@msn.com,07472152276,,,,2025-09-09 19:46:04,Sheila Wong,sheila.wong@msn.com,+44 7472152276,Email,Enquiry,Resolved,06:35
SUPPORT,SUP002987,,,,,SUP002987,,,,,Denise Jordan,denise.jordan@hotmail.com,+44 7536273984,,,,,,denisejordan,denise.jordan@hotmail.com,07536273984,,,,2025-09-09 19:46:34,Denise Jordan,denise.jordan@hotmail.com,+44 7536273984,Phone,Refund request,Resolved,01:46
SUPPORT,SUP002988,,,,,SUP002988,,,,,Peter Gibson,,+44 7174475124,,,,,,petergibson,,07174475124,,,,2025-09-09 21:47:20,Peter Gibson,,+44 7174475124,Phone,Accessibility,Resolved,11:32
SUPPORT,SUP002989,,,,,SUP002989,,,,,Vincent Jones,vincent.jones2@gmail.com,+44 7412908835,,,,,,vincentjones,vincent.jones2@gmail.com,07412908835,,,,2025-09-09 23:03:21,Vincent Jones,vincent.jones2@gmail.com,+44 7412908835,Email,Refund request,Resolved,32:11
SUPPORT,SUP002990,,,,,SUP002990,,,,,Dennis Craig,dennis.craig@yahoo.fr,+44 7076701153,,,,,,denniscraig,dennis.craig@yahoo.fr,07076701153,,,,2025-09-10 00:06:34,Dennis Craig,dennis.craig@yahoo.fr,+44 7076701153,Phone,Refund request,Resolved,07:07
SUPPORT,SUP002991,,,,,SUP002991,,,,,Leigh Butler,leigh.butler@hotmail.com,+44 7043803765,,,,,,leighbutler,leigh.butler@hotmail.com,07043803765,,,,2025-09-10 00:09:52,Leigh Butler,leigh.butler@hotmail.com,+44 7043803765,Email,Accessibility,Resolved,11:59
SUPPORT,SUP002992,,,,,SUP002992,,,,,Joyce Lambert,,+44 7917338202,,,,,,joycelambert,,07917338202,,,,2025-09-10 01:05:20,Joyce Lambert,,+44 7917338202,Phone,Refund request,Resolved,09:38
SUPPORT,SUP002993,,,,,SUP002993,,,,,Amber Davies,amber.davies@hotmail.com,+44 7130465714,,,,,,amberdavies,amber.davies@hotmail.com,07130465714,,,,2025-09-10 01:59:23,Amber Davies,amber.davies@hotmail.com,+44 7130465714,Email,Enquiry,Open,
SUPPORT,SUP002994,,,,,SUP002994,,,,,Jennifer Davidson,jennifer.davidson@gmail.com,,,,,,,jenniferdavidson,jennifer.davidson@gmail.com,,,,,2025-09-10 07:04:21,Jennifer Davidson,jennifer.davidson@gmail.com,,Email,Refund request,Open,
SUPPORT,SUP002995,,,,,SUP002995,,,,,Mohammed Cole,mohamme.cole@gmail.com,+44 7695478262,,,,,,mohammedcole,mohamme.cole@gmail.com,07695478262,,,,2025-09-10 13:50:01,Mohammed Cole,mohamme.cole@gmail.com,+44 7695478262,Phone,Enquiry,Resolved,05:51
SUPPORT,SUP002996,,,,,SUP002996,,,,,Georgia Lees,georgia.lees@gmail.com,,,,,,,georgialees,georgia.lees@gmail.com,,,,,2025-09-10 14:37:36,Georgia Lees,georgia.lees@gmail.com,,Email,Accessibility,Resolved,07:10
SUPPORT,SUP002997,,,,,SUP002997,,,,,Sandra Thomas,sandra.thomas@hotmail.com,,,,,,,sandrathomas,sandra.thomas@hotmail.com,,,,,2025-09-10 17:19:11,Sandra Thomas,sandra.thomas@hotmail.com,,Email,Enquiry,Resolved,02:43
SUPPORT,SUP002998,,,,,SUP002998,,,,,Callum Robinson,callum.robinson@gmail.com,+44 7959541061,,,,,,callumrobinson,callum.robinson@gmail.com,07959541061,,,,2025-09-10 20:29:07,Callum Robinson,callum.robinson@gmail.com,+44 7959541061,Email,Enquiry,Open,
SUPPORT,SUP002999,,,,,SUP002999,,,,,Paulne Reynolds,paulien.reynolds@hotmail.com,+44 7243667453,,,,,,paulnereynolds,paulien.reynolds@hotmail.com,07243667453,,,,2025-09-10 21:14:34,Paulne Reynolds,paulien.reynolds@hotmail.com,+44 7243667453,Phone,Complaint,Open,
SUPPORT,SUP003000,,,,,SUP003000,,,,,Elliott Skinner,elliott.skinner@yahoo.com,+44 7976622686,,,,,,elliottskinner,elliott.skinner@yahoo.com,07976622686,,,,2025-09-10 23:52:35,Elliott Skinner,elliott.skinner@yahoo.com,+44 7976622686,Email,Accessibility,Resolved,06:31
SUPPORT,SUP003001,,,,,SUP003001,,,,,Margaret King,margaret.king@hotmail.com,,,,,,,margaretking,margaret.king@hotmail.com,,,,,2025-09-11 03:21:53,Margaret King,margaret.king@hotmail.com,,Email,Refund request,Resolved,26:18
SUPPORT,SUP003002,,,,,SUP003002,,,,,Karl Richardson,karl.richardson@gmail.com,+44 7249645817,,,,,,karlrichardson,karl.richardson@gmail.com,07249645817,,,,2025-09-11 03:40:03,Karl Richardson,karl.richardson@gmail.com,+44 7249645817,Email,Complaint,Resolved,44:22
SUPPORT,SUP003003,,,,,SUP003003,,,,,Aimee Shaw,aimee.shaw@yahoo.com,+44 7153908579,,,,,,aimeeshaw,aimee.shaw@yahoo.com,07153908579,,,,2025-09-11 03:41:46,Aimee Shaw,aimee.shaw@yahoo.com,+44 7153908579,Email,Refund request,Resolved,20:12
SUPPORT,SUP003004,,,,,SUP003004,,,,,Malcolm Smith,malcolm.smith2@gmail.com,+44 7954252502,,,,,,malcolmsmith,malcolm.smith2@gmail.com,07954252502,,,,2025-09-11 06:09:59,Malcolm Smith,malcolm.smith2@gmail.com,+44 7954252502,Email,Accessibility,Resolved,09:49
SUPPORT,SUP003005,,,,,SUP003005,,,,,Jean Morris,jean.morris@gmail.com,+44 7525718496,,,,,,jeanmorris,jean.morris@gmail.com,07525718496,,,,2025-09-11 06:24:48,Jean Morris,jean.morris@gmail.com,+44 7525718496,Email,Complaint,Resolved,35:21
SUPPORT,SUP003006,,,,,SUP003006,,,,,Victor Hill,,+44 7060573034,,,,,,victorhill,,07060573034,,,,2025-09-11 06:39:27,Victor Hill,,+44 7060573034,Phone,Refund request,Resolved,21:04
SUPPORT,SUP003007,,,,,SUP003007,,,,,Joanna Barber,joanna.braber@hotmail.com,,,,,,,joannabarber,joanna.braber@hotmail.com,,,,,2025-09-11 07:51:16,Joanna Barber,joanna.braber@hotmail.com,,Email,Accessibility,Open,
SUPPORT,SUP003008,,,,,SUP003008,,,,,Jessica Rowe,jessica.rowe@gmail.com,,,,,,,jessicarowe,jessica.rowe@gmail.com,,,,,2025-09-11 09:22:33,Jessica Rowe,jessica.rowe@gmail.com,,Email,Refund request,Open,
SUPPORT,SUP003009,,,,,SUP003009,,,,,Charlotte Hargreaves,charlotte.hargreaves@yahoo.fr,+44 7894476595,,,,,,charlottehargreaves,charlotte.hargreaves@yahoo.fr,07894476595,,,,2025-09-11 09:57:55,Charlotte Hargreaves,charlotte.hargreaves@yahoo.fr,+44 7894476595,Email,Enquiry,Resolved,06:19
SUPPORT,SUP003010,,,,,SUP003010,,,,,Marie Thomas,marie.thomas@yahoo.com,+44 7379529902,,,,,,mariethomas,marie.thomas@yahoo.com,07379529902,,,,2025-09-11 10:56:55,Marie Thomas,marie.thomas@yahoo.com,+44 7379529902,Email,Refund request,Resolved,43:48
SUPPORT,SUP003011,,,,,SUP003011,,,,,Heather Thomson,,+44 7733625705,,,,,,heatherthomson,,07733625705,,,,2025-09-11 11:30:26,Heather Thomson,,+44 7733625705,Phone,Complaint,Resolved,04:10
SUPPORT,SUP003012,,,,,SUP003012,,,,,Amelia Hilton,amelia.hilton@hotmail.com,+44 7634314215,,,,,,ameliahilton,amelia.hilton@hotmail.com,07634314215,,,,2025-09-11 13:16:57,Amelia Hilton,amelia.hilton@hotmail.com,+44 7634314215,Email,Refund request,Resolved,43:45
SUPPORT,SUP003013,,,,,SUP003013,,,,,Francesca Kaur,francesca.kaur@yahoo.com,+44 7935253747,,,,,,francescakaur,francesca.kaur@yahoo.com,07935253747,,,,2025-09-11 15:28:13,Francesca Kaur,francesca.kaur@yahoo.com,+44 7935253747,Email,Enquiry,Resolved,09:07
SUPPORT,SUP003014,,,,,SUP003014,,,,,Deborah Owen,deborah.owen@hotmail.com,+44 7680708475,,,,,,deborahowen,deborah.owen@hotmail.com,07680708475,,,,2025-09-11 18:00:56,Deborah Owen,deborah.owen@hotmail.com,+44 7680708475,Email,Enquiry,Resolved,17:38
SUPPORT,SUP003015,,,,,SUP003015,,,,,Damian Hughes,,+44 7610703644,,,,,,damianhughes,,07610703644,,,,2025-09-11 21:01:10,Damian Hughes,,+44 7610703644,Phone,Complaint,Resolved,37:40
SUPPORT,SUP003016,,,,,SUP003016,,,,,Leon Reid,leon.reid@hotmail.com,+44 7759208241,,,,,,leonreid,leon.reid@hotmail.com,07759208241,,,,2025-09-11 21:04:58,Leon Reid,leon.reid@hotmail.com,+44 7759208241,Email,Complaint,Resolved,30:43
SUPPORT,SUP003017,,,,,SUP003017,,,,,Jill Turnbull,jill.turnbull@orange.fr,,,,,,,jillturnbull,jill.turnbull@orange.fr,,,,,2025-09-11 22:14:57,Jill Turnbull,jill.turnbull@orange.fr,,Email,Accessibility,Resolved,04:45
SUPPORT,SUP003018,,,,,SUP003018,,,,,Reece Clarke,reece.clarke@yahoo.com,+44 7428781088,,,,,,reececlarke,reece.clarke@yahoo.com,07428781088,,,,2025-09-12 00:12:37,Reece Clarke,reece.clarke@yahoo.com,+44 7428781088,Email,Accessibility,Resolved,19:30
SUPPORT,SUP003019,,,,,SUP003019,,,,,Damien Smith,damien.smith@aol.com,+44 7513232867,,,,,,damiensmith,damien.smith@aol.com,07513232867,,,,2025-09-12 00:57:29,Damien Smith,damien.smith@aol.com,+44 7513232867,Email,Complaint,Resolved,06:58
SUPPORT,SUP003020,,,,,SUP003020,,,,,Stephen Williams,stephen.williams@hotmail.com,+44 7929560136,,,,,,stephenwilliams,stephen.williams@hotmail.com,07929560136,,,,2025-09-12 01:24:39,Stephen Williams,stephen.williams@hotmail.com,+44 7929560136,Email,Refund request,Resolved,10:02
SUPPORT,SUP003021,,,,,SUP003021,,,,,Carol Bird,carol.bird@gmail.com,,,,,,,carolbird,carol.bird@gmail.com,,,,,2025-09-12 01:51:16,Carol Bird,carol.bird@gmail.com,,Email,Refund request,Resolved,15:50
SUPPORT,SUP003022,,,,,SUP003022,,,,,Helen Moore,helen.moore@gmail.com,+44 7119096991,,,,,,helenmoore,helen.moore@gmail.com,07119096991,,,,2025-09-12 04:13:04,Helen Moore,helen.moore@gmail.com,+44 7119096991,Email,Enquiry,Resolved,04:50
SUPPORT,SUP003023,,,,,SUP003023,,,,,Raymond Sullivan,raymond.sullivan@yahoo.com,+44 7410530854,,,,,,raymondsullivan,raymond.sullivan@yahoo.com,07410530854,,,,2025-09-12 09:09:55,Raymond Sullivan,raymond.sullivan@yahoo.com,+44 7410530854,Email,Enquiry,Resolved,03:40
