source_system,source_record_id,crm_customer_id,transaction_id,marketing_contact_id,session_id,support_ticket_id,portal_user_id,linked_transaction_id,first_name_raw,surname_raw,full_name_raw,email_raw,phone_raw,address_raw,postcode_raw,date_of_birth_raw,first_name_normalised,surname_normalised,full_name_normalised,email_normalised,phone_normalised,address_normalised,postcode_normalised,date_of_birth_normalised,contact_name,last_contact_date,consent_status,emails_opened_count,links_clicked_count,email,postcode
MARKETING,MKT005666,,,MKT005666,,,,,,,Leigh_Barber,leigh.barber@hotmail.com,,,S40 7VF,,,,leighbarber,leigh.barber@hotmail.com,,,S407VF,,Leigh_Barber,2025-07-30,False,7,3,leigh.barber@hotmail.com,S40 7VF
MARKETING,MKT005667,,,MKT005667,,,,,,,George_Tyler,george.tyler@gmail.com,,,ST1 1ZY,,,,georgetyler,george.tyler@gmail.com,,,ST11ZY,,George_Tyler,2025-07-30,False,6,0,george.tyler@gmail.com,ST1 1ZY
MARKETING,MKT005668,,,MKT005668,,,,,,,Carol_Atkinson,carolatkinson24@wanadoo.fr,,,LU1 5RW,,,,carolatkinson,carolatkinson24@wanadoo.fr,,,LU15RW,,Carol_Atkinson,2025-07-30,False,3,0,carolatkinson24@wanadoo.fr,LU1 5RW
MARKETING,MKT005669,,,MKT005669,,,,,,,Jane_Parry,jane.parry@yahoo.com,,,GU1 6XF,,,,janeparry,jane.parry@yahoo.com,,,GU16XF,,Jane_Parry,2025-07-30,False,3,0,jane.parry@yahoo.com,GU1 6XF
MARKETING,MKT005670,,,MKT005670,,,,,,,Jason_Boyle,jason.boyle@gmail.com,,,IP1 1UB,,,,jasonboyle,jason.boyle@gmail.com,,,IP11UB,,Jason_Boyle,2025-07-30,False,9,2,jason.boyle@gmail.com,IP1 1UB
MARKETING,MKT005671,,,MKT005671,,,,,,,Frank_Wright,frank.wright@hotmail.com,,,LU1,,,,frankwright,frank.wright@hotmail.com,,,LU1,,Frank_Wright,2025-07-30,True,6,1,frank.wright@hotmail.com,LU1
MARKETING,MKT005672,,,MKT005672,,,,,,,Natasha_Middleton,natasha.middleton@yahoo.com,,,RG1 5XC,,,,natashamiddleton,natasha.middleton@yahoo.com,,,RG15XC,,Natasha_Middleton,2025-07-30,True,5,1,natasha.middleton@yahoo.com,RG1 5XC
MARKETING,MKT005673,,,MKT005673,,,,,,,Kyle_Martin,kyle.martin@hotmail.com,,,EX1 8IO,,,,kylemartin,kyle.martin@hotmail.com,,,EX18IO,,Kyle_Martin,2025-07-30,False,8,0,kyle.martin@hotmail.com,EX1 8IO
MARKETING,MKT005674,,,MKT005674,,,,,,,Arthur_Wilkins,arthur.wilkins@wanadoo.fr,,,SR1 6II,,,,arthurwilkins,arthur.wilkins@wanadoo.fr,,,SR16II,,Arthur_Wilkins,2025-07-30,False,6,0,arthur.wilkins@wanadoo.fr,SR1 6II
MARKETING,MKT005675,,,MKT005675,,,,,,,Raymond_Sharp,raymond.sharp@aol.com,,,W1 8BH,,,,raymondsharp,raymond.sharp@aol.com,,,W18BH,,Raymond_Sharp,2025-07-30,True,10,3,raymond.sharp@aol.com,W1 8BH
MARKETING,MKT005676,,,MKT005676,,,,,,,Peter_Davies,peter.davies@yahoo.com,,,OX1 6NO,,,,peterdavies,peter.davies@yahoo.com,,,OX16NO,,Peter_Davies,2025-07-30,True,8,4,peter.davies@yahoo.com,OX1 6NO
MARKETING,MKT005677,,,MKT005677,,,,,,,Rebecca_Moore,rebecca.moore@hotmail.com,,,BB1 4SY,,,,rebeccamoore,rebecca.moore@hotmail.com,,,BB14SY,,Rebecca_Moore,2025-07-30,False,1,0,rebecca.moore@hotmail.com,BB1 4SY
MARKETING,MKT005678,,,MKT005678,,,,,,,Roger_Begum,rbegum19@yahoo.fr,,,PL1 9OZ,,,,rogerbegum,rbegum19@yahoo.fr,,,PL19OZ,,Roger_Begum,2025-07-30,False,4,0,rbegum19@yahoo.fr,PL1 9OZ
MARKETING,MKT005679,,,MKT005679,,,,,,,Karl_Hopkins,karl.hopkins@gmail.com,,,EX1 3TW,,,,karlhopkins,karl.hopkins@gmail.com,,,EX13TW,,Karl_Hopkins,2025-07-30,True,8,3,karl.hopkins@gmail.com,EX1 3TW
MARKETING,MKT005680,,,MKT005680,,,,,,,Donald_Giles,donald.giles@yahoo.com,,,LE1 2SF,,,,donaldgiles,donald.giles@yahoo.com,,,LE12SF,,Donald_Giles,2025-07-30,False,4,1,donald.giles@yahoo.com,LE1 2SF
MARKETING,MKT005681,,,MKT005681,,,,,,,Bethany_Clark,bethany.clark@gmail.com,,,B1 6QS,,,,bethanyclark,bethany.clark@gmail.com,,,B16QS,,Bethany_Clark,2025-07-30,True,5,0,bethany.clark@gmail.com,B1 6QS
MARKETING,MKT005682,,,MKT005682,,,,,,,Marie_Bradley,marie.bradley@yahoo.com,,,W1 3NH,,,,mariebradley,marie.bradley@yahoo.com,,,W13NH,,Marie_Bradley,2025-07-30,True,11,1,marie.bradley@yahoo.com,W1 3NH
MARKETING,MKT005683,,,MKT005683,,,,,,,Barbara_Green,barbara.green@gmail.com,,,NN1,,,,barbaragreen,barbara.green@gmail.com,,,NN1,,Barbara_Green,2025-07-31,True,4,3,barbara.green@gmail.com,NN1
MARKETING,MKT005684,,,MKT005684,,,,,,,Karen_Smith,karen.smith2@gmail.com,,,N1 9LZ,,,,karensmith,karen.smith2@gmail.com,,,N19LZ,,Karen_Smith,2025-07-31,True,9,2,karen.smith2@gmail.com,N1 9LZ
MARKETING,MKT005685,,,MKT005685,,,,,,,Jacob_Robinson,jacob.robinson@yahoo.com,,,YO1 9HX,,,,jacobrobinson,jacob.robinson@yahoo.com,,,YO19HX,,Jacob_Robinson,2025-07-31,True,7,1,jacob.robinson@yahoo.com,YO1 9HX
MARKETING,MKT005686,,,MKT005686,,,,,,,Olivia_Young,olivia.young@yahoo.com,,,PO1 3RM,,,,oliviayoung,olivia.young@yahoo.com,,,PO13RM,,Olivia_Young,2025-07-31,True,5,1,olivia.young@yahoo.com,PO1 3RM
MARKETING,MKT005687,,,MKT005687,,,,,,,Jacob_Mann,jacob.mann@msn.com,,,LS1 2JZ,,,,jacobmann,jacob.mann@msn.com,,,LS12JZ,,Jacob_Mann,2025-07-31,False,3,0,jacob.mann@msn.com,LS1 2JZ
MARKETING,MKT005688,,,MKT005688,,,,,,,Keith_Ball,keithball@orange.fr,,,OX1,,,,keithball,keithball@orange.fr,,,OX1,,Keith_Ball,2025-07-31,False,8,4,keithball@orange.fr,OX1
MARKETING,MKT005689,,,MKT005689,,,,,,,Vanessa_Lewis,vanessalewis@hotmail.co.uk,,,RG1 7GV,,,,vanessalewis,vanessalewis@hotmail.co.uk,,,RG17GV,,Vanessa_Lewis,2025-07-31,True,5,1,vanessalewis@hotmail.co.uk,RG1 7GV
MARKETING,MKT005690,,,MKT005690,,,,,,,Angela_Johnson,angela.johnson19@hotmail.com,,,BT34 3CF,,,,angelajohnson,angela.johnson19@hotmail.com,,,BT343CF,,Angela_Johnson,2025-07-31,True,10,4,angela.johnson19@hotmail.com,BT34 3CF
MARKETING,MKT005691,,,MKT005691,,,,,,,Roy_O'Brien,roy.obrien@yahoo.fr,,,SE1 3UB,,,,royobrien,roy.obrien@yahoo.fr,,,SE13UB,,Roy_O'Brien,2025-07-31,False,5,0,roy.obrien@yahoo.fr,SE1 3UB
MARKETING,MKT005692,,,MKT005692,,,,,,,Megan_Burgess,megan.burgess@yahoo.com,,,BA1 5DW,,,,meganburgess,megan.burgess@yahoo.com,,,BA15DW,,Megan_Burgess,2025-07-31,True,1,0,megan.burgess@yahoo.com,BA1 5DW
MARKETING,MKT005693,,,MKT005693,,,,,,,Joel_Kaur,joel.kaur@yahoo.com,,,GL1 5BA,,,,joelkaur,joel.kaur@yahoo.com,,,GL15BA,,Joel_Kaur,2025-07-31,True,8,1,joel.kaur@yahoo.com,GL1 5BA
MARKETING,MKT005694,,,MKT005694,,,,,,,,rebecca.moore@hotmail.com,,,BB1 4SY,,,,,rebecca.moore@hotmail.com,,,BB14SY,,,2025-07-31,True,11,2,rebecca.moore@hotmail.com,BB1 4SY
MARKETING,MKT005695,,,MKT005695,,,,,,,Setven_Gregory,steven.gregory@aol.com,,,RG1 5RS,,,,setvengregory,steven.gregory@aol.com,,,RG15RS,,Setven_Gregory,2025-07-31,False,5,0,steven.gregory@aol.com,RG1 5RS
MARKETING,MKT005696,,,MKT005696,,,,,,,Jennifer_Williamson,jennifer.williamson18@msn.com,,,BB1 7KH,,,,jenniferwilliamson,jennifer.williamson18@msn.com,,,BB17KH,,Jennifer_Williamson,2025-07-31,True,7,1,jennifer.williamson18@msn.com,BB1 7KH
MARKETING,MKT005697,,,MKT005697,,,,,,,Geraldine_Taylor,geraldine.taylor@gmail.com,,,N1 0VI,,,,geraldinetaylor,geraldine.taylor@gmail.com,,,N10VI,,Geraldine_Taylor,2025-07-31,True,8,1,geraldine.taylor@gmail.com,N1 0VI
MARKETING,MKT005698,,,MKT005698,,,,,,,Natalie_Weston,natalie.weston@hotmail.fr,,,BN1 4ID,,,,natalieweston,natalie.weston@hotmail.fr,,,BN14ID,,Natalie_Weston,2025-07-31,True,10,1,natalie.weston@hotmail.fr,BN1 4ID
MARKETING,MKT005699,,,MKT005699,,,,,,,Benjamin_Henry,benjamin.henry@gmail.com,,,SW1 6NR,,,,benjaminhenry,benjamin.henry@gmail.com,,,SW16NR,,Benjamin_Henry,2025-07-31,False,10,5,benjamin.henry@gmail.com,SW1 6NR
MARKETING,MKT005700,,,MKT005700,,,,,,,,teresa.banks@yahoo.com,,,NN1 8DJ,,,,,teresa.banks@yahoo.com,,,NN18DJ,,,2025-07-31,False,8,1,teresa.banks@yahoo.com,NN1 8DJ
MARKETING,MKT005701,,,MKT005701,,,,,,,Reece_Dunn,reece.dunn@yahoo.com,,,HG1 1TA,,,,reecedunn,reece.dunn@yahoo.com,,,HG11TA,,Reece_Dunn,2025-07-31,True,3,1,reece.dunn@yahoo.com,HG1 1TA
MARKETING,MKT005702,,,MKT005702,,,,,,,Eileen_Potter,eileen.potter@gmail.com,,,BS1 9WI,,,,eileenpotter,eileen.potter@gmail.com,,,BS19WI,,Eileen_Potter,2025-07-31,True,6,4,eileen.potter@gmail.com,BS1 9WI
MARKETING,MKT005703,,,MKT005703,,,,,,,Jay_Thomas,jay.thomas@yahoo.com,,,SY1 5IO,,,,jaythomas,jay.thomas@yahoo.com,,,SY15IO,,Jay_Thomas,2025-07-31,False,2,0,jay.thomas@yahoo.com,SY1 5IO
MARKETING,MKT005704,,,MKT005704,,,,,,,Lynn_Richards,lynn.richards@hotmail.com,,,W1 9EN,,,,lynnrichards,lynn.richards@hotmail.com,,,W19EN,,Lynn_Richards,2025-07-31,True,3,0,lynn.richards@hotmail.com,W1 9EN
MARKETING,MKT005705,,,MKT005705,,,,,,,,rita.brown2@yahoo.com,,,GL1 0ZE,,,,,rita.brown2@yahoo.com,,,GL10ZE,,,2025-07-31,True,6,3,rita.brown2@yahoo.com,GL1 0ZE
MARKETING,MKT005706,,,MKT005706,,,,,,,Stephanie_King,stephanie.king@yahoo.com,,,SY1 0KS,,,,stephanieking,stephanie.king@yahoo.com,,,SY10KS,,Stephanie_King,2025-07-31,True,4,1,stephanie.king@yahoo.com,SY1 0KS
MARKETING,MKT005707,,,MKT005707,,,,,,,Holly_Griffin,holly.griffin@msn.com,,,SE1 2YT,,,,hollygriffin,holly.griffin@msn.com,,,SE12YT,,Holly_Griffin,2025-07-31,False,6,1,holly.griffin@msn.com,SE1 2YT
MARKETING,MKT005708,,,MKT005708,,,,,,,Elliot_Wilson,elliot.wilson@yahoo.com,,,SO14,,,,elliotwilson,elliot.wilson@yahoo.com,,,SO14,,Elliot_Wilson,2025-07-31,True,10,4,elliot.wilson@yahoo.com,SO14
MARKETING,MKT005709,,,MKT005709,,,,,,,Jamie_Thomas,jamie.thomas@gmail.com,,,CF10 5GG,,,,jamiethomas,jamie.thomas@gmail.com,,,CF105GG,,Jamie_Thomas,2025-07-31,True,5,1,jamie.thomas@gmail.com,CF10 5GG
MARKETING,MKT005710,,,MKT005710,,,,,,,Georgina_Davies,georgina.davies@yahoo.com,,,BT1 1MT,,,,georginadavies,georgina.davies@yahoo.com,,,BT11MT,,Georgina_Davies,2025-07-31,False,3,0,georgina.davies@yahoo.com,BT1 1MT
MARKETING,MKT005711,,,MKT005711,,,,,,,Jennifer_Morgan,jennifer.morgan@hotmail.com,,,NN1 9FR,,,,jennifermorgan,jennifer.morgan@hotmail.com,,,NN19FR,,Jennifer_Morgan,2025-07-31,False,7,0,jennifer.morgan@hotmail.com,NN1 9FR
MARKETING,MKT005712,,,MKT005712,,,,,,,Judith_Singh,judith.singh@aol.com,,,IV1 4LR,,,,judithsingh,judith.singh@aol.com,,,IV14LR,,Judith_Singh,2025-07-31,False,12,2,judith.singh@aol.com,IV1 4LR
MARKETING,MKT005713,,,MKT005713,,,,,,,Jasmine_Smith,jasmine.smith@hotmail.com,,,CV1 5NS,,,,jasminesmith,jasmine.smith@hotmail.com,,,CV15NS,,Jasmine_Smith,2025-07-31,True,14,6,jasmine.smith@hotmail.com,CV1 5NS
MARKETING,MKT005714,,,MKT005714,,,,,,,Julie_Chan,julie.chan@wanadoo.fr,,,BD1 1BA,,,,juliechan,julie.chan@wanadoo.fr,,,BD11BA,,Julie_Chan,2025-08-01,True,11,3,julie.chan@wanadoo.fr,BD1 1BA
MARKETING,MKT005715,,,MKT005715,,,,,,,Kevin_Bennett,kevin.bennett@yahoo.com,,,GU1 0WE,,,,kevinbennett,kevin.bennett@yahoo.com,,,GU10WE,,Kevin_Bennett,2025-08-01,True,3,0,kevin.bennett@yahoo.com,GU1 0WE
MARKETING,MKT005716,,,MKT005716,,,,,,,Kirsty_Harrison,kirsty.harrison@hotmail.fr,,,DD1 5AZ,,,,kirstyharrison,kirsty.harrison@hotmail.fr,,,DD15AZ,,Kirsty_Harrison,2025-08-01,False,5,1,kirsty.harrison@hotmail.fr,DD1 5AZ
MARKETING,MKT005717,,,MKT005717,,,,,,,Heather_Collins,heather.collins@gmail.com,,,W1 8WQ,,,,heathercollins,heather.collins@gmail.com,,,W18WQ,,Heather_Collins,2025-08-01,False,5,0,heather.collins@gmail.com,W1 8WQ
MARKETING,MKT005718,,,MKT005718,,,,,,,Sheila_Wong,sheila.wong@msn.com,,,DD1 2RO,,,,sheilawong,sheila.wong@msn.com,,,DD12RO,,Sheila_Wong,2025-08-01,False,7,1,sheila.wong@msn.com,DD1 2RO
MARKETING,MKT005719,,,MKT005719,,,,,,,Nicola_Godfrey,ngodfrey21@msn.com,,,LU1 0IY,,,,nicolagodfrey,ngodfrey21@msn.com,,,LU10IY,,Nicola_Godfrey,2025-08-01,True,6,0,ngodfrey21@msn.com,LU1 0IY
MARKETING,MKT005720,,,MKT005720,,,,,,,Stephanie_Baker,stephanie.baker@yahoo.com,,,CA1 7MO,,,,stephaniebaker,stephanie.baker@yahoo.com,,,CA17MO,,Stephanie_Baker,2025-08-01,True,6,1,stephanie.baker@yahoo.com,CA1 7MO
MARKETING,MKT005721,,,MKT005721,,,,,,,Zoe_O'Brien,zoeobrien@yahoo.fr,,,M1 8GQ,,,,zoeobrien,zoeobrien@yahoo.fr,,,M18GQ,,Zoe_O'Brien,2025-08-01,False,13,2,zoeobrien@yahoo.fr,M1 8GQ
MARKETING,MKT005722,,,MKT005722,,,,,,,Gary_Lloyd,gary.lloyd@yahoo.com,,,HG1 1NU,,,,garylloyd,gary.lloyd@yahoo.com,,,HG11NU,,Gary_Lloyd,2025-08-01,True,8,3,gary.lloyd@yahoo.com,HG1 1NU
MARKETING,MKT005723,,,MKT005723,,,,,,,Eileen_Griffiths,eileen.griffiths@hotmail.com,,,NG1 8QV,,,,eileengriffiths,eileen.griffiths@hotmail.com,,,NG18QV,,Eileen_Griffiths,2025-08-01,False,5,1,eileen.griffiths@hotmail.com,NG1 8QV
MARKETING,MKT005724,,,MKT005724,,,,,,,Zoe_Murray,zoe.murray@aol.com,,,CF10 2EN,,,,zoemurray,zoe.murray@aol.com,,,CF102EN,,Zoe_Murray,2025-08-01,True,3,1,zoe.murray@aol.com,CF10 2EN
MARKETING,MKT005725,,,MKT005725,,,,,,,Ashleigh_Reeves,areeves23@yahoo.fr,,,CA1 9DJ,,,,ashleighreeves,areeves23@yahoo.fr,,,CA19DJ,,Ashleigh_Reeves,2025-08-01,True,4,1,areeves23@yahoo.fr,CA1 9DJ
MARKETING,MKT005726,,,MKT005726,,,,,,,Maria_Moss,maria.moss@yahoo.com,,,LS1 1YV,,,,mariamoss,maria.moss@yahoo.com,,,LS11YV,,Maria_Moss,2025-08-01,False,4,1,maria.moss@yahoo.com,LS1 1YV
MARKETING,MKT005727,,,MKT005727,,,,,,,Jason_Mrasden,jason.marsden@yahoo.com,,,BN1 0RC,,,,jasonmrasden,jason.marsden@yahoo.com,,,BN10RC,,Jason_Mrasden,2025-08-01,False,2,0,jason.marsden@yahoo.com,BN1 0RC
MARKETING,MKT005728,,,MKT005728,,,,,,,Sheila_Bailey,sheilabailey@msn.com,,,HG1 2VI,,,,sheilabailey,sheilabailey@msn.com,,,HG12VI,,Sheila_Bailey,2025-08-01,True,9,3,sheilabailey@msn.com,HG1 2VI
MARKETING,MKT005729,,,MKT005729,,,,,,,oJsephine_Mitchell,josephine.mitchell@hotmail.com,,,NN1 3IG,,,,ojsephinemitchell,josephine.mitchell@hotmail.com,,,NN13IG,,oJsephine_Mitchell,2025-08-01,True,4,2,josephine.mitchell@hotmail.com,NN1 3IG
MARKETING,MKT005730,,,MKT005730,,,,,,,Eric_Dawson,ericdawson19@orange.fr,,,WR1 6WO,,,,ericdawson,ericdawson19@orange.fr,,,WR16WO,,Eric_Dawson,2025-08-01,True,7,0,ericdawson19@orange.fr,WR1 6WO
MARKETING,MKT005731,,,MKT005731,,,,,,,Benjamin_Warren,benjamin.warren@aol.com,,,S1 1ZW,,,,benjaminwarren,benjamin.warren@aol.com,,,S11ZW,,Benjamin_Warren,2025-08-01,True,3,2,benjamin.warren@aol.com,S1 1ZW
MARKETING,MKT005732,,,MKT005732,,,,,,,Elaine_James,elaine.james@yahoo.com,,,BT27 9WH,,,,elainejames,elaine.james@yahoo.com,,,BT279WH,,Elaine_James,2025-08-01,True,9,4,elaine.james@yahoo.com,BT27 9WH
MARKETING,MKT005733,,,MKT005733,,,,,,,Kelly_Mason,kelly.mason@gmail.com,,,SO14 0NP,,,,kellymason,kelly.mason@gmail.com,,,SO140NP,,Kelly_Mason,2025-08-01,True,10,5,kelly.mason@gmail.com,SO14 0NP
MARKETING,MKT005734,,,MKT005734,,,,,,,Charlotte_Clark,charlotte.clark@hotmail.com,,,SA1 8JS,,,,charlotteclark,charlotte.clark@hotmail.com,,,SA18JS,,Charlotte_Clark,2025-08-01,True,7,1,charlotte.clark@hotmail.com,SA1 8JS
MARKETING,MKT005735,,,MKT005735,,,,,,,Sally_Wright,sally.wright20@wanadoo.fr,,,PR1 5QA,,,,sallywright,sally.wright20@wanadoo.fr,,,PR15QA,,Sally_Wright,2025-08-01,False,2,0,sally.wright20@wanadoo.fr,PR1 5QA
MARKETING,MKT005736,,,MKT005736,,,,,,,Judith_Walker,judith.walker@gmail.com,,,W1 4SN,,,,judithwalker,judith.walker@gmail.com,,,W14SN,,Judith_Walker,2025-08-01,True,2,0,judith.walker@gmail.com,W1 4SN
MARKETING,MKT005737,,,MKT005737,,,,,,,Marie_Bradley,marie.bradley@yahoo.com,,,W1 3NH,,,,mariebradley,marie.bradley@yahoo.com,,,W13NH,,Marie_Bradley,2025-08-02,True,6,1,marie.bradley@yahoo.com,W1 3NH
MARKETING,MKT005738,,,MKT005738,,,,,,,Stephen_Hutchinson,stephen.hutchinson@yahoo.com,,,W1 8ZQ,,,,stephenhutchinson,stephen.hutchinson@yahoo.com,,,W18ZQ,,Stephen_Hutchinson,2025-08-02,False,4,3,stephen.hutchinson@yahoo.com,W1 8ZQ
MARKETING,MKT005739,,,MKT005739,,,,,,,Stephanie_Howell,stephanie.howell@aol.com,,,PH1 2VL,,,,stephaniehowell,stephanie.howell@aol.com,,,PH12VL,,Stephanie_Howell,2025-08-02,True,4,1,stephanie.howell@aol.com,PH1 2VL
MARKETING,MKT005740,,,MKT005740,,,,,,,Bethan_Davies,bethan.davies@gmail.com,,,LE1,,,,bethandavies,bethan.davies@gmail.com,,,LE1,,Bethan_Davies,2025-08-02,True,6,0,bethan.davies@gmail.com,LE1
MARKETING,MKT005741,,,MKT005741,,,,,,,Joel_Field,joel.field@yahoo.com,,,LL11 0JS,,,,joelfield,joel.field@yahoo.com,,,LL110JS,,Joel_Field,2025-08-02,True,12,5,joel.field@yahoo.com,LL11 0JS
MARKETING,MKT005742,,,MKT005742,,,,,,,Pauline_Browne,pauline.browne@gmail.com,,,L1 4XU,,,,paulinebrowne,pauline.browne@gmail.com,,,L14XU,,Pauline_Browne,2025-08-02,True,5,0,pauline.browne@gmail.com,L1 4XU
MARKETING,MKT005743,,,MKT005743,,,,,,,Rosemary_Smith,rosemary.smith@hotmail.com,,,PH1 4RV,,,,rosemarysmith,rosemary.smith@hotmail.com,,,PH14RV,,Rosemary_Smith,2025-08-02,False,4,0,rosemary.smith@hotmail.com,PH1 4RV
MARKETING,MKT005744,,,MKT005744,,,,,,,Tracey_Brown,tbrown25@yahoo.com,,,GL1 0LQ,,,,traceybrown,tbrown25@yahoo.com,,,GL10LQ,,Tracey_Brown,2025-08-02,True,3,0,tbrown25@yahoo.com,GL1 0LQ
MARKETING,MKT005745,,,MKT005745,,,,,,,Raymond_Vincent,raymond.vincent@yahoo.com,,,GU1 6WO,,,,raymondvincent,raymond.vincent@yahoo.com,,,GU16WO,,Raymond_Vincent,2025-08-02,False,2,0,raymond.vincent@yahoo.com,GU1 6WO
MARKETING,MKT005746,,,MKT005746,,,,,,,Samuel_Curtis,samuelcurtis@hotmail.co.uk,,,E1 9UI,,,,samuelcurtis,samuelcurtis@hotmail.co.uk,,,E19UI,,Samuel_Curtis,2025-08-02,True,12,3,samuelcurtis@hotmail.co.uk,E1 9UI
MARKETING,MKT005747,,,MKT005747,,,,,,,Anthony_Adams,anthonyadams@msn.com,,,PL1 6JQ,,,,anthonyadams,anthonyadams@msn.com,,,PL16JQ,,Anthony_Adams,2025-08-02,True,4,0,anthonyadams@msn.com,PL1 6JQ
MARKETING,MKT005748,,,MKT005748,,,,,,,Stephen_Taylor,stephen.taylor@gmail.com,,,SW1 7EM,,,,stephentaylor,stephen.taylor@gmail.com,,,SW17EM,,Stephen_Taylor,2025-08-02,True,3,0,stephen.taylor@gmail.com,SW1 7EM
MARKETING,MKT005749,,,MKT005749,,,,,,,Olivia_Mason,olivia.mason@yahoo.com,,,IV1 9JJ,,,,oliviamason,olivia.mason@yahoo.com,,,IV19JJ,,Olivia_Mason,2025-08-02,True,9,3,olivia.mason@yahoo.com,IV1 9JJ
MARKETING,MKT005750,,,MKT005750,,,,,,,Sam_Parkinson,samparkinson18@hotmail.co.uk,,,W1 7VY,,,,samparkinson,samparkinson18@hotmail.co.uk,,,W17VY,,Sam_Parkinson,2025-08-02,True,3,1,samparkinson18@hotmail.co.uk,W1 7VY
MARKETING,MKT005751,,,MKT005751,,,,,,,Marilyn_Cameron,marilyn.cameron@wanadoo.fr,,,SO14 1CE,,,,marilyncameron,marilyn.cameron@wanadoo.fr,,,SO141CE,,Marilyn_Cameron,2025-08-02,True,3,1,marilyn.cameron@wanadoo.fr,SO14 1CE
MARKETING,MKT005752,,,MKT005752,,,,,,,Jason_Pratt,jason.pratt@hotmail.fr,,,SO14 2SE,,,,jasonpratt,jason.pratt@hotmail.fr,,,SO142SE,,Jason_Pratt,2025-08-02,False,3,0,jason.pratt@hotmail.fr,SO14 2SE
MARKETING,MKT005753,,,MKT005753,,,,,,,aDmian_Noble,damian.noble@gmail.com,,,DE1 6FG,,,,admiannoble,damian.noble@gmail.com,,,DE16FG,,aDmian_Noble,2025-08-02,True,4,3,damian.noble@gmail.com,DE1 6FG
MARKETING,MKT005754,,,MKT005754,,,,,,,,christine.wilson@hotmail.com,,,OX1 3BA,,,,,christine.wilson@hotmail.com,,,OX13BA,,,2025-08-02,False,7,1,christine.wilson@hotmail.com,OX1 3BA
MARKETING,MKT005755,,,MKT005755,,,,,,,Mohamed_Evans,mohamed.evans25@hotmail.com,,,YO1 5ED,,,,mohamedevans,mohamed.evans25@hotmail.com,,,YO15ED,,Mohamed_Evans,2025-08-02,True,1,0,mohamed.evans25@hotmail.com,YO1 5ED
MARKETING,MKT005756,,,MKT005756,,,,,,,Rosemary_Birch,rosemary.birch@gmail.com,,,SY23 6AF,,,,rosemarybirch,rosemary.birch@gmail.com,,,SY236AF,,Rosemary_Birch,2025-08-02,False,6,2,rosemary.birch@gmail.com,SY23 6AF
MARKETING,MKT005757,,,MKT005757,,,,,,,Luke_Wilson,luke.wilson@aol.com,,,SY1 3YR,,,,lukewilson,luke.wilson@aol.com,,,SY13YR,,Luke_Wilson,2025-08-02,True,5,0,luke.wilson@aol.com,SY1 3YR
MARKETING,MKT005758,,,MKT005758,,,,,,,Lydia_Preson,lydia.preston@wanadoo.fr,,,LL11 2EX,,,,lydiapreson,lydia.preston@wanadoo.fr,,,LL112EX,,Lydia_Preson,2025-08-02,False,4,1,lydia.preston@wanadoo.fr,LL11 2EX
MARKETING,MKT005759,,,MKT005759,,,,,,,,abigail.burns@gmail.com,,,BT27,,,,,abigail.burns@gmail.com,,,BT27,,,2025-08-02,False,5,0,abigail.burns@gmail.com,BT27
MARKETING,MKT005760,,,MKT005760,,,,,,,Rita_Smith,rita.smith@gmail.com,,,W1 8IF,,,,ritasmith,rita.smith@gmail.com,,,W18IF,,Rita_Smith,2025-08-02,True,10,4,rita.smith@gmail.com,W1 8IF
MARKETING,MKT005761,,,MKT005761,,,,,,,Georgia_Curtis,georgia.curtis@aol.com,,,AB10 9ZW,,,,georgiacurtis,georgia.curtis@aol.com,,,AB109ZW,,Georgia_Curtis,2025-08-02,True,12,3,georgia.curtis@aol.com,AB10 9ZW
MARKETING,MKT005762,,,MKT005762,,,,,,,Karl_Lawson,karl.lawson@yahoo.com,,,ST1 1OB,,,,karllawson,karl.lawson@yahoo.com,,,ST11OB,,Karl_Lawson,2025-08-02,True,8,0,karl.lawson@yahoo.com,ST1 1OB
MARKETING,MKT005763,,,MKT005763,,,,,,,Neil_Stewart,neil.stewart@yahoo.com,,,YO1 2ZO,,,,neilstewart,neil.stewart@yahoo.com,,,YO12ZO,,Neil_Stewart,2025-08-02,True,4,1,neil.stewart@yahoo.com,YO1 2ZO
MARKETING,MKT005764,,,MKT005764,,,,,,,Paula_Fox,paula.fox@gmail.com,,,SE1 2IV,,,,paulafox,paula.fox@gmail.com,,,SE12IV,,Paula_Fox,2025-08-02,False,7,2,paula.fox@gmail.com,SE1 2IV
MARKETING,MKT005765,,,MKT005765,,,,,,,Charlene_Leonard,charlene.leonard@yahoo.com,,,ST1 1QL,,,,charleneleonard,charlene.leonard@yahoo.com,,,ST11QL,,Charlene_Leonard,2025-08-02,True,1,1,charlene.leonard@yahoo.com,ST1 1QL
MARKETING,MKT005766,,,MKT005766,,,,,,,Joanna_Wilkinson,joanna.wilkinson@hotmail.co.uk,,,SY1,,,,joannawilkinson,joanna.wilkinson@hotmail.co.uk,,,SY1,,Joanna_Wilkinson,2025-08-02,False,3,1,joanna.wilkinson@hotmail.co.uk,SY1
MARKETING,MKT005767,,,MKT005767,,,,,,,Brett_Hooper,brett.hooper@yahoo.com,,,SW1 9ZZ,,,,bretthooper,brett.hooper@yahoo.com,,,SW19ZZ,,Brett_Hooper,2025-08-02,False,7,1,brett.hooper@yahoo.com,SW1 9ZZ
